complexity,loss,score,equation,sympy_format,lambda_format
1,6.7812557,0.0,x0,x0,PySRFunction(X=>x0)
2,0.51820636,2.571544028969248,cos(x0),cos(x0),PySRFunction(X=>cos(x0))
3,0.5147917,0.0066111884803882305,sin(cos(x0)),sin(cos(x0)),PySRFunction(X=>sin(cos(x0)))
4,0.06067998,2.138148527943489,cos(exp(sin(x0))),cos(exp(sin(x0))),PySRFunction(X=>cos(exp(sin(x0))))
5,0.012739303,1.560921885811131,-0.76425403,-0.764254030000000,PySRFunction(X=>-0.764254030000000)
6,0.012497939,0.019128188357201814,sin(-0.84613997),sin(-0.84613997),PySRFunction(X=>sin(-0.84613997))
8,0.011226488,0.053643882311992824,sin(x0 / 0.013533447),sin(x0/0.013533447),PySRFunction(X=>sin(x0/0.013533447))
9,0.006038321,0.6201499929194337,sin(sin(x0 / 0.013533447)),sin(sin(x0/0.013533447)),PySRFunction(X=>sin(sin(x0/0.013533447)))
11,0.0049504624,0.09932250340572538,sin(sin(x0 ^ x0) - (sin(x0) + sin(x0))),sin(-(sin(x0) + sin(x0)) + sin(x0**x0)),PySRFunction(X=>sin(-(sin(x0) + sin(x0)) + sin(x0**x0)))
12,0.00012268954,3.6975791658320785,(sin(exp(x0)) / exp(x0)) + -0.707131,-0.707131 + sin(exp(x0))/exp(x0),PySRFunction(X=>-0.707131 + sin(exp(x0))/exp(x0))
15,6.319684e-05,0.22113426653549081,-0.7057192 + (sin(exp(x0)) / (exp(x0) - cos(x0))),-0.7057192 + sin(exp(x0))/(exp(x0) - cos(x0)),PySRFunction(X=>-0.7057192 + sin(exp(x0))/(exp(x0) - cos(x0)))
20,4.972806e-05,0.04793698771892183,log(0.4935439) + (sin(exp(x0)) * ((0.4969202 ^ x0) / x0)),0.4969202**x0*sin(exp(x0))/x0 - 0.706143467631352,PySRFunction(X=>0.4969202**x0*sin(exp(x0))/x0 - 0.706143467631352)
21,4.393653e-05,0.12382326879462946,sin(-0.745286 + (-0.06402855 / x0)) + (sin(exp(x0)) / exp(x0)),sin(-0.745286 - 0.06402855/x0) + sin(exp(x0))/exp(x0),PySRFunction(X=>sin(-0.745286 - 0.06402855/x0) + sin(exp(x0))/exp(x0))
22,3.919583e-05,0.11417572892662804,(sin(exp(x0)) / exp(x0)) + sin((-0.077323884 / x0) + sin(-0.83244264)),sin(sin(-0.83244264) - 0.077323884/x0) + sin(exp(x0))/exp(x0),PySRFunction(X=>sin(sin(-0.83244264) - 0.077323884/x0) + sin(exp(x0))/exp(x0))
23,1.1933047e-05,1.1892587535496368,((0.09076091 / x0) / cos(x0 / 0.18158242)) - cos(-0.60049194),-cos(-0.60049194) + 0.09076091/(x0*cos(x0/0.18158242)),PySRFunction(X=>-cos(-0.60049194) + 0.09076091/(x0*cos(x0/0.18158242)))
24,6.2302674e-06,0.649892356810685,sin(-0.745286 + (-0.06402855 / x0)) + (sin(exp(x0)) / (exp(x0) - cos(x0))),sin(-0.745286 - 0.06402855/x0) + sin(exp(x0))/(exp(x0) - cos(x0)),PySRFunction(X=>sin(-0.745286 - 0.06402855/x0) + sin(exp(x0))/(exp(x0) - cos(x0)))
25,4.5852535e-06,0.30657386006070975,(sin(exp(x0)) / ((x0 + x0) * x0)) + sin((-0.077323884 / x0) + sin(-0.83244264)),sin(sin(-0.83244264) - 0.077323884/x0) + sin(exp(x0))/((x0*(x0 + x0))),PySRFunction(X=>sin(sin(-0.83244264) - 0.077323884/x0) + sin(exp(x0))/((x0*(x0 + x0))))
