Model,MSE_Train,NMSE_Train
Model_1,3799.8676383945176,18835.33975173321
Model_2,1.6163076261740006,8.011779930094477
Model_3,0.48785565089769134,2.4182228985069014
Model_4,0.204103769675373,1.011709936314896
Model_5,0.20012241905666756,0.9919750142833028
Model_6,0.19097116611079734,0.9466137083662521
Model_7,0.1904849895766289,0.9442038085824134
Model_8,0.1851368465639191,0.9176939139567658
Model_9,0.18391282792003874,0.911626648142822
Model_10,0.1057945865313171,0.5244069454096622
Model_11,8.97580400480412e-05,0.0004449163341038997
Model_12,8.912426580564442e-05,0.0004417748159465767
Model_13,8.912393722539843e-05,0.0004417731872265375
Model_14,8.878916237590591e-05,0.00044011376152264877
Model_15,8.76301396990024e-05,0.00043436867038345727
Model_16,8.762987000186142e-05,0.00043436733353760786
Model_17,8.700149823194115e-05,0.00043125259457742486
Model_18,8.700187488015833e-05,0.000431254461562755
Model_19,8.700110900782308e-05,0.00043125066525535335
