complexity,loss,score,equation,sympy_format,lambda_format
1,17212.559,0.0,x0,x0,PySRFunction(X=>x0)
2,16097.24,0.0669914630669339,exp(x0),exp(x0),PySRFunction(X=>exp(x0))
4,1767.7793,1.1044618513083373,exp(x0) ^ x0,exp(x0)**x0,PySRFunction(X=>exp(x0)**x0)
6,259.42584,0.9595042618363784,x0 * exp(x0 + x0),x0*exp(x0 + x0),PySRFunction(X=>x0*exp(x0 + x0))
7,259.42535,1.8887881899271428e-06,(exp(x0) * exp(x0)) * x0,x0*exp(x0)*exp(x0),PySRFunction(X=>x0*exp(x0)*exp(x0))
8,175.86455,0.38875489615838194,(exp(x0 + x0) + x0) * x0,x0*(x0 + exp(x0 + x0)),PySRFunction(X=>x0*(x0 + exp(x0 + x0)))
9,3.0773091,4.0456585501863005,(7.8247623 ^ x0) * x0,7.8247623**x0*x0,PySRFunction(X=>7.8247623**x0*x0)
11,2.5529306,0.09340679604942351,((7.8603406 ^ x0) * x0) - x0,7.8603406**x0*x0 - x0,PySRFunction(X=>7.8603406**x0*x0 - x0)
12,2.0380685,0.2252394085650258,((7.8044453 ^ x0) - cos(x0)) * x0,x0*(7.8044453**x0 - cos(x0)),PySRFunction(X=>x0*(7.8044453**x0 - cos(x0)))
13,0.52260077,1.3609399981138834,(11.349584 ^ x0) - 5.9302382,11.349584**x0 - 1*5.9302382,PySRFunction(X=>11.349584**x0 - 1*5.9302382)
14,0.4060174,0.2524218106613978,((11.304874 ^ x0) - x0) - exp(exp(cos(x0))),11.304874**x0 - x0 - exp(exp(cos(x0))),PySRFunction(X=>11.304874**x0 - x0 - exp(exp(cos(x0))))
15,0.11292328,1.279687365749819,(11.29202 ^ x0) + (-7.3236246 / x0),11.29202**x0 - 7.3236246/x0,PySRFunction(X=>11.29202**x0 - 7.3236246/x0)
16,0.06969242,0.4826170900172567,((11.220348 ^ x0) + exp(x0)) - 9.335672,11.220348**x0 + exp(x0) - 1*9.335672,PySRFunction(X=>11.220348**x0 + exp(x0) - 1*9.335672)
17,0.050783217,0.3165256340760027,((11.352472 ^ x0) + cos(exp(x0))) - 5.5097785,11.352472**x0 + cos(exp(x0)) - 1*5.5097785,PySRFunction(X=>11.352472**x0 + cos(exp(x0)) - 1*5.5097785)
18,0.025256073,0.6984992843293762,(((7.8603406 ^ x0) * x0) - sin(x0)) + (cos(exp(x0)) * x0),7.8603406**x0*x0 + x0*cos(exp(x0)) - sin(x0),PySRFunction(X=>7.8603406**x0*x0 + x0*cos(exp(x0)) - sin(x0))
20,0.019478586,0.1298754666714911,sin(x0 + exp(x0)) + ((11.343313 ^ x0) - exp(1.7038682)),11.343313**x0 + sin(x0 + exp(x0)) - exp(1.7038682),PySRFunction(X=>11.343313**x0 + sin(x0 + exp(x0)) - exp(1.7038682))
21,0.015232025,0.2459155889816366,(exp(x0 / 0.41193283) + cos(exp(x0))) - (5.800597 * sin(x0)),exp(x0/0.41193283) - 5.800597*sin(x0) + cos(exp(x0)),PySRFunction(X=>exp(x0/0.41193283) - 5.800597*sin(x0) + cos(exp(x0)))
22,0.008865993,0.5411771725396726,(exp(x0 + x0) * (x0 - -0.37545282)) - (5.1802654 - sin(exp(x0))),-(5.1802654 - sin(exp(x0))) + (x0 - 1*(-0.37545282))*exp(x0 + x0),PySRFunction(X=>-(5.1802654 - sin(exp(x0))) + (x0 - 1*(-0.37545282))*exp(x0 + x0))
23,0.008672965,0.0220122306078368,(((x0 * x0) / (0.4660881 / x0)) * exp(x0)) + (cos(x0 * x0) - cos(sin(x0))),cos(x0*x0) - cos(sin(x0)) + x0*x0*exp(x0)/((0.4660881/x0)),PySRFunction(X=>cos(x0*x0) - cos(sin(x0)) + x0*x0*exp(x0)/((0.4660881/x0)))
