gamma1,lambda1,delta,epsilon,NRow,NCol,FValue,Model_1_Y_pred,Model_1_Residuals,Model_2_Y_pred,Model_2_Residuals,Model_3_Y_pred,Model_3_Residuals,Model_4_Y_pred,Model_4_Residuals,Model_5_Y_pred,Model_5_Residuals,Model_6_Y_pred,Model_6_Residuals,Model_7_Y_pred,Model_7_Residuals,Model_8_Y_pred,Model_8_Residuals,Model_9_Y_pred,Model_9_Residuals,Model_10_Y_pred,Model_10_Residuals,Model_11_Y_pred,Model_11_Residuals,Model_12_Y_pred,Model_12_Residuals,Model_13_Y_pred,Model_13_Residuals,Model_14_Y_pred,Model_14_Residuals,Model_15_Y_pred,Model_15_Residuals,Model_16_Y_pred,Model_16_Residuals,Model_17_Y_pred,Model_17_Residuals,Model_18_Y_pred,Model_18_Residuals
-0.597541810525913,-0.6215163339667974,-0.9383888117306464,-0.7825426357098743,0.47445137494634665,-0.945810375934829,1.0055211424317099,1.115234918190586e-09,1.5035761703122942e-09,-2.280420390331024e-10,2.8468531275359824e-09,-1.6824663989494515e-10,2.7870577283978253e-09,1.2460078660640217e-09,1.3728032224388584e-09,1.0658703018219098e-09,1.5529407866809703e-09,1.2512290335179268e-09,1.3675820549849533e-09,1.6954435420309999e-09,9.233675464718802e-10,2.0982300440122237e-09,5.205810444906564e-10,2.457251122164501e-09,1.6155996633837922e-10,2.4092440950670533e-09,2.0956699343582678e-10,3.0106824456618473e-09,3.918713571589672e-10,2.1328969165819605e-09,4.859141719209196e-10,1.666405903591151e-09,9.52405184911729e-10,3.782926906934454e-09,1.164115818431574e-09,2.971088373623038e-09,3.5227728512015807e-10,3.822327096966805e-09,1.203516008463925e-09,3.7086651816898144e-09,1.0898540931869343e-09,4.069943056434033e-09,1.4511319679311527e-09
-0.47960889392480016,-0.5132402557789225,-0.7771429615831764,-1.0758591212050717,-0.593555395035317,-0.8056695947391768,0.20090269068394762,-1.908528864636482e-09,2.249286852941277e-09,-2.280420390331024e-10,5.688000273378973e-10,-1.6824663989494515e-10,5.090046281997401e-10,1.007927912884117e-09,6.671699245793221e-10,8.741512312133942e-10,5.333932429085992e-10,-7.114875779880737e-12,3.4787286408467564e-10,1.3738053307926869e-09,1.033047342487892e-09,5.694271262923817e-10,2.2866913798758676e-10,6.441540447965781e-10,3.033960564917832e-10,1.2979982500825154e-10,2.109581632965434e-10,7.933341159733339e-10,4.52576127668539e-10,7.385987305645477e-10,3.978407422597528e-10,3.491844808178102e-10,8.426492513015252e-12,8.619235952039774e-10,5.211656068991824e-10,1.6017523347828389e-10,1.8058275482651105e-10,1.1081490081205148e-09,7.673910198157198e-10,7.331282235640285e-10,3.9237023525923357e-10,1.27197517914233e-09,9.31217190837535e-10
-0.5661629872016013,1.2156519759488136,-0.4338282449285714,0.9865203979518316,0.3279519151052824,-0.6929247979752919,0.5544338876405032,7.004624904102413e-10,6.412206413513587e-10,-2.280420390331024e-10,1.5697251707947023e-09,-1.6824663989494515e-10,1.5099297716565452e-09,1.1856503780706746e-09,1.5603275369092536e-10,7.199111344542602e-10,6.217719973073398e-10,8.352502656171659e-10,5.064328661444341e-10,1.341163759440877e-09,5.193723207230374e-13,1.601613840291721e-09,2.5993070853012095e-10,1.8532920189197665e-09,5.116088871581665e-10,1.78551905071601e-09,4.4383591895441e-10,2.400578177436156e-09,1.058895045674556e-09,1.960254495471559e-09,6.185713637099591e-10,1.6914056271074687e-09,3.497224953458688e-10,1.9122619092128485e-09,5.705787774512486e-10,2.1504492247804058e-09,8.087660930188058e-10,2.1791229752242064e-09,8.374398434626064e-10,1.874321290043465e-09,5.32638158281865e-10,2.2350647427257387e-09,8.933816109641388e-10
-0.5251310959986846,-0.4840016160991132,-0.38451675618233644,1.2202112906224962,-1.13217149800158,-0.6266290990298848,-0.1258062082705967,-3.4334703825865997e-09,2.8492430955611455e-09,-2.280420390331024e-10,3.5618524799235167e-10,-1.6824663989494515e-10,4.159806471305089e-10,1.1034559060139097e-09,1.6876831930393638e-09,6.292155519213597e-10,1.2134428389468137e-09,-7.545888155571479e-10,1.7036152853169383e-10,1.2074009838983225e-09,1.7916282709237766e-09,-2.0545875099224783e-10,3.787685360332062e-10,-2.0283147259418473e-10,3.813958144312693e-10,-1.0638003958780415e-09,4.795731088525874e-10,-1.1168721411345113e-10,4.725400729120029e-10,-2.4345061762402496e-10,3.407766694014291e-10,5.219851685945553e-11,6.364258038849095e-10,1.9008284864580288e-10,7.743101356712569e-10,-8.536202435849952e-10,2.6939295655954117e-10,5.84351502763214e-10,1.168578789788668e-09,4.5564415182660574e-11,6.297917022081147e-10,6.794141702377631e-10,1.2636414572632172e-09
-0.42976631665112813,-1.1523180385219105,0.20185465015831086,-1.0056853104836578,-0.7443489513892788,-0.7060281155448312,0.13096523141872748,-2.33545883100236e-09,2.478208377476073e-09,-2.280420390331024e-10,3.7079158550681537e-10,-1.6824663989494515e-10,3.1099618636865813e-10,8.981452546197073e-10,7.553957081459944e-10,7.378370789572601e-10,5.950875324835471e-10,-2.6795503669391916e-10,4.1070458316763214e-10,1.1875027941859412e-09,1.0447532477122283e-09,2.2324504928972483e-10,8.049550281601185e-11,2.5481462562378057e-10,1.1206507915006759e-10,-2.3702495658864154e-10,3.797745030623545e-10,3.7698351610728224e-10,2.3423396963356926e-10,1.3056945598675786e-10,1.2180090486955117e-11,9.521232977396889e-10,8.09373751265976e-10,6.515763914775646e-10,5.088268450038517e-10,-4.12503446603376e-10,5.552529930770889e-10,8.838641100803012e-10,7.411145636065883e-10,5.212094557413369e-10,3.784599092676239e-10,1.0291882631169122e-09,8.864387166431993e-10
-0.5954591493116088,-0.6985667752945577,1.6055746099079733,1.5326029016313554,0.22245060161003996,2.2305602899363737,1.101548987609457,4.0176489807842896e-10,2.4889222951015614e-09,-2.280420390331024e-10,3.1187292322130925e-09,-1.6824663989494515e-10,3.0589338330749354e-09,1.2420687469183116e-09,1.6486184462616786e-09,-3.279551685792019e-09,6.170238878972009e-09,-2.3195850736938557e-09,5.210272266873846e-09,-2.2658746835609967e-09,5.156561876740987e-09,-1.8566492904333787e-09,4.747336483613369e-09,-2.1061589333528415e-09,4.996846126532831e-09,-1.5781889687705396e-09,4.468876161950529e-09,-3.6858218280126563e-10,3.2592693759812557e-09,-3.513523645864645e-10,3.2420395577664546e-09,5.997073172250312e-10,2.2909798759549588e-09,-1.5098725187191267e-09,4.400559711899117e-09,-1.5892873388472874e-09,4.479974532027277e-09,-2.9012525040704074e-10,3.180812443587031e-09,-1.331423508698408e-09,4.222110701878398e-09,-1.3512617183071266e-09,4.241948911487117e-09
-0.6011621553486546,-0.7318838267696521,0.6719861928378246,0.00521486526353173,1.3968188518253952,0.588130856287038,2.3981914747290465,3.726661595843887e-09,2.835107749647123e-09,-2.280420390331024e-10,6.789811384524113e-09,-1.6824663989494515e-10,6.730015985385955e-09,1.2528327616037574e-09,5.308936583887252e-09,-1.0326322532557683e-09,7.594401598746779e-09,6.142454884434099e-10,5.9475238570476e-09,-2.1180108245336368e-10,6.773570427944373e-09,1.397336719342487e-09,5.164432626148523e-09,1.6513849330676493e-09,4.91038441242336e-09,2.579627877502707e-09,3.982141467988303e-09,3.164619093422666e-09,3.397150252068344e-09,4.091119209206336e-09,2.470650136284674e-09,2.753004672189069e-09,3.808764673301941e-09,4.478670141532219e-09,2.083099203958791e-09,2.8519838675702885e-09,3.7097854779207215e-09,4.731071338256754e-09,1.8306980072342558e-09,4.533219144667819e-09,2.028550200823191e-09,4.5136754480400665e-09,2.0480938974509434e-09
-0.43007323549015775,1.794171467512105,-1.179468977076916,1.1590666932749107,-1.2146663344741957,1.83584851206703,-1.6326589144004553,-3.6670315413800215e-09,1.183429600070019e-09,-2.280420390331024e-10,4.622419102416938e-09,-1.6824663989494515e-10,4.682214501555095e-09,8.98837664044891e-10,5.749298805494931e-09,-2.7395677170592026e-09,2.110893424390838e-09,-3.4053002916588277e-09,1.4451608497912129e-09,-1.980065004648537e-09,2.8703961368015036e-09,-3.2490795085019095e-09,1.601381632948131e-09,-3.4608470569207836e-09,1.389614084529257e-09,-3.8162480293347524e-09,1.034213112115288e-09,-2.650679728652028e-09,2.1997814127980124e-09,-3.361110924598639e-09,1.4893502168514017e-09,-3.651426935407355e-09,1.1990342060426853e-09,-3.18127151105878e-09,1.6691896303912605e-09,-4.433667824078873e-09,4.1679331737116756e-10,-2.051403186253848e-09,2.7990579551961925e-09,-3.123109433511903e-09,1.7273517079381376e-09,-2.9159829495465154e-09,1.934478191903525e-09
-0.5299307950635697,-0.5822823862224253,0.6577530170938877,0.9317350149792198,-1.284432140082833,1.4676793699899369,-0.9374259155943226,-3.864553993679432e-09,9.82451500791452e-10,-2.280420390331024e-10,2.654060453854878e-09,-1.6824663989494515e-10,2.713855852993035e-09,1.1132622761817735e-09,3.995364769069754e-09,-2.2358953017669664e-09,6.462071911210139e-10,-3.094498833183566e-09,2.123963402955856e-10,-1.39676158234789e-09,1.4853409105400903e-09,-2.7899351091408752e-09,9.216738374710503e-11,-3.0942322777766847e-09,2.1212978488870445e-10,-3.648076674052543e-09,7.659741811645628e-10,-2.2866525469706364e-09,5.954499459173438e-10,-4.068865417366836e-09,1.1867629244788554e-09,-1.3895483708850243e-09,1.492554122002956e-09,-2.9510635100644974e-09,6.896101717651714e-11,-3.78775705898028e-09,9.056545660922995e-10,-1.8129027321584815e-09,1.0691997607294988e-09,-2.93548474261819e-09,5.3382249730209635e-11,-2.5557016002450827e-09,3.2640089264289754e-10
0.3548401586714575,1.9685658540498827,1.3752027932020514,-0.015419328072650002,-0.8064035501194904,3.218560686107253,-2.695654215503859,-2.511149148210276e-09,5.3488871973810346e-09,-2.280420390331024e-10,7.631994306558209e-09,-1.6824663989494515e-10,7.691789705696366e-09,-1.1659743813722946e-09,6.694061964219016e-09,-4.631181925745349e-09,3.2288544198459615e-09,-4.420236301117968e-09,3.439800044473343e-09,-4.681584827640782e-09,3.1784515179505286e-09,-5.277402089694335e-09,2.5826342558969755e-09,-4.254288840560913e-09,3.605747505030398e-09,-4.76532886798573e-09,3.0947074776055804e-09,-4.297729274785937e-09,3.5623070708053735e-09,-6.490460395218778e-09,1.3695759503725329e-09,-4.218693384369915e-09,3.641342961221396e-09,-4.932029950696223e-09,2.9280063948950873e-09,-6.756129716433489e-09,1.1039066291578216e-09,-4.193545392171861e-09,3.6664909534194494e-09,-4.813074580901931e-09,3.0469617646893795e-09,-5.359025020541505e-09,2.5010113250498056e-09
