Model,MSE_Train,NMSE_Train
Model_1,3459.650440583771,3239.765208436792
Model_2,0.5254896113831217,0.4920910333550171
Model_3,0.5254896113831217,0.4920910333550171
Model_4,0.5069308867893673,0.4747118468492092
Model_5,0.007005985130082387,0.006560705269239998
Model_6,0.007005985130082387,0.006560705269239998
Model_7,0.006711173298418795,0.006284630812683612
Model_8,0.006560073512196706,0.006143134485580125
Model_9,0.006425334990927306,0.006016959549429303
Model_10,0.006198864018049905,0.005804882407171766
Model_11,0.006044204877739457,0.005660052948083411
Model_12,0.0060263076403945055,0.0056432932066375315
Model_13,0.005998345228785092,0.005617108003874422
Model_14,0.005949517007016615,0.0055713831606302435
Model_15,0.0058988146577543645,0.005523903303937515
Model_16,0.005873192136134631,0.005499909274621066
Model_17,0.005873190833487118,0.005499908054766008
Model_18,0.005715616081598934,0.005352348291818032
Model_19,0.0056482311492730575,0.005289246148098159
Model_20,0.00562381803914277,0.005266384663625035
Model_21,0.005608000274264831,0.0052515722294768806
