Model,MSE_Train,NMSE_Train
Model_1,2644.868804117625,53.41336834729121
Model_2,1775.0786164440515,35.847875644311
Model_3,1757.3364359276072,35.489570679719336
Model_4,31.612069146477303,0.6384086389888619
Model_5,31.61206914647726,0.6384086389888611
Model_6,21.241627242796383,0.4289766125446276
Model_7,19.332020097630963,0.39041192091056814
Model_8,10.391459044251016,0.20985646952781173
Model_9,8.435037115246054,0.17034634903564508
Model_10,2.5139975151527487,0.05077041065022774
Model_11,0.9598337763451188,0.019383931243877807
Model_12,0.38127383217117494,0.007699860048724202
Model_13,0.30777585327047385,0.006215561616343434
Model_14,0.12115628432422412,0.002446762286327427
Model_15,0.00810361464687679,0.00016365324185618264
Model_16,0.0011310609330008943,2.2841879394378027e-05
Model_17,0.0006463385920306558,1.3052867211960074e-05
Model_18,0.0003097903885071696,6.256245340420299e-06
