Complexity,Loss,Equation
1,0.9586102623362942,"x0"
3,0.6523599553755155,"x0 - x0"
4,0.025387606108176097,"-0.7918158556473658"
8,0.023012792851402876,"(x0 * x0) - 1.0799044983150954"
10,0.022362085532872857,"(x0 * x0) - (1.1834679472864476 ^ x0)"
12,0.001592183630090626,"x0 - (x0 + ((0.42632809032220587 ^ x0) ^ x0))"
13,0.0010549171373571045,"-0.9636724469582401 * ((0.464242106134229 ^ x0) ^ x0)"
14,0.00029022543213344244,"(x0 * (x0 + x0)) - ((2.567001864185456 ^ x0) ^ x0)"
17,0.00013976819021799288,"(-0.30573357523864453 * (x0 * x0)) - ((0.2232774641016257 ^ x0) ^ x0)"
19,0.0001397681902179924,"((x0 + x0) * (x0 * -0.15286678722380231)) - ((0.22327746472346968 ^ x0) ^ x0)"
21,9.138417620944889e-5,"((-0.5503440405669202 * (x0 * x0)) * (x0 * x0)) - (0.9860570323390353 - (x0 * x0))"
25,9.138417620944851e-5,"((x0 * x0) * ((x0 * x0) * -0.5503440405617579)) - ((x0 / x0) + (-0.01394296766233932 - (x0 * x0)))"
26,9.050704166723048e-5,"((x0 * (x0 * x0)) * (x0 * -0.5609860937827608)) - ((-1.0103894114884713 * (x0 * x0)) + 0.9872353667317539)"
28,8.951632669662121e-5,"((x0 * x0) * ((x0 * x0) * -0.5505251549613396)) - ((-0.0001859120766802652 / x0) + (0.9860159657072028 - (x0 * x0)))"
30,8.951632669662063e-5,"((x0 * x0) * ((x0 * x0) * -0.5505251549616206)) - ((-0.013984034292859925 - (x0 * x0)) + ((x0 + -0.00018591207587412303) / x0))"
