Model,MSE_Train,NMSE_Train
Model_1,9.39435874129006e+22,1.442677200034815
Model_2,9.366996652510472e+22,1.4384752462118104
Model_3,7.250548185225906e+22,1.1134555154472199
Model_4,3.177202918830313e+22,0.4879181578125591
Model_5,2.7744190951922617e+22,0.42606326649874665
Model_6,1.056995557870776e+17,1.6232117953682108e-06
Model_7,1.0566333216014778e+17,1.6226555147096437e-06
Model_8,1.0566212657423995e+17,1.6226370007125759e-06
Model_9,9.967713593229578e+16,1.530726421402839e-06
Model_10,8.947988286495019e+16,1.3741287769187583e-06
Model_11,8.414140512606213e+16,1.2921465966669363e-06
Model_12,7.349421248250555e+16,1.128639299423483e-06
Model_13,9406813825049504.0,1.444589908060888e-07
