Model,MSE_Train,NMSE_Train
Model_1,2.09333225,35.04889532717338
Model_2,0.031323031201581926,0.5244450048070634
Model_3,0.00766358978349623,0.128312338450886
Model_4,0.002824474315127414,0.0472904884665062
Model_5,0.001953503442591542,0.032707726009888693
Model_6,0.00032317161856444275,0.005410898452349528
Model_7,0.000319436101705676,0.005348354276968001
Model_8,0.00018569168961059317,0.003109056668996357
Model_9,0.00018569168485917947,0.0031090565894429075
Model_10,7.704537178698495e-05,0.0012899792525554378
Model_11,6.005402828561163e-05,0.0010054912932992417
Model_12,2.391524808976499e-05,0.00040041566598974257
Model_13,6.870842543614572e-06,0.00011503928299993316
Model_14,2.36068380020652e-06,3.952519214949858e-05
Model_15,3.7375416812097875e-07,6.257807720951582e-06
Model_16,3.6598221384406694e-07,6.12768102370175e-06
Model_17,3.6131565539230143e-07,6.04954831509132e-06
Model_18,6.136947730753229e-08,1.027516002982824e-06
