complexity,loss,score,equation,sympy_format,lambda_format
1,2.093332,0.0,x3,x3,PySRFunction(X=>x3)
2,0.031323034,4.202158596411407,log(x1),log(x1),PySRFunction(X=>log(x1))
3,0.007663589,1.4078733255579303,sin(log(x1)),sin(log(x1)),PySRFunction(X=>sin(log(x1)))
4,0.0028244725,0.9981587903826385,sin(sin(log(x1))),sin(sin(log(x1))),PySRFunction(X=>sin(sin(log(x1))))
5,0.0019535045,0.36869668243122816,log(x0) * log(x1),log(x0)*log(x1),PySRFunction(X=>log(x0)*log(x1))
6,0.00032317272,1.7991933009062246,cos(log(x0)) * log(x1),log(x1)*cos(log(x0)),PySRFunction(X=>log(x1)*cos(log(x0)))
8,0.00031943564,0.005815551683847494,log(x1) * cos(cos(x1 ^ x4)),log(x1)*cos(cos(x1**x4)),PySRFunction(X=>log(x1)*cos(cos(x1**x4)))
9,0.00018569133,0.5424700347143226,sin(log(x1) / 1.2492541),sin(0.80047766102989*log(x1)),PySRFunction(X=>sin(0.80047766102989*log(x1)))
10,0.00018569131,1.0770562677775594e-07,sin(log(x1) * cos(0.6426971)),sin(0.800482146651955*log(x1)),PySRFunction(X=>sin(0.800482146651955*log(x1)))
11,7.704545e-05,0.8796901638971372,sin(log(x1)) * (0.8993825 ^ x4),0.8993825**x4*sin(log(x1)),PySRFunction(X=>0.8993825**x4*sin(log(x1)))
12,6.0054015e-05,0.2491511002190749,cos(cos(x0) / x4) * (log(x1) * sin(sin(x0))),log(x1)*sin(sin(x0))*cos(cos(x0)/x4),PySRFunction(X=>log(x1)*sin(sin(x0))*cos(cos(x0)/x4))
13,2.3915207e-05,0.9207298744898612,sin(log(x1)) / ((1.0530281 ^ x4) ^ x0),sin(log(x1))/(1.0530281**x4)**x0,PySRFunction(X=>sin(log(x1))/(1.0530281**x4)**x0)
14,6.87089e-06,1.2472208861439684,(cos(log(x0)) * log(x1)) + (sin(exp(x2)) / exp(exp(x3))),log(x1)*cos(log(x0)) + exp(-exp(x3))*sin(exp(x2)),PySRFunction(X=>log(x1)*cos(log(x0)) + exp(-exp(x3))*sin(exp(x2)))
17,2.3606167e-06,0.35612358271529293,sin(sin(x0) * log(x1)) - ((log(x1) / x1) / (exp(x0) - cos(x2))),sin(log(x1)*sin(x0)) - log(x1)/(x1*(exp(x0) - cos(x2))),PySRFunction(X=>sin(log(x1)*sin(x0)) - log(x1)/(x1*(exp(x0) - cos(x2))))
18,3.736859e-07,1.8432625724630298,sin(log(x1) * sin(x0)) - (0.082227744 / ((x3 / x4) + x3)),sin(log(x1)*sin(x0)) - 0.082227744/(x3 + x3/x4),PySRFunction(X=>sin(log(x1)*sin(x0)) - 0.082227744/(x3 + x3/x4))
19,3.65922e-07,0.020995409044414978,sin(log(x1) * sin(x0)) - (sin(0.082227744) / (x3 + (x3 / x4))),sin(log(x1)*sin(x0)) - 0.0821351128508436/(x3 + x3/x4),PySRFunction(X=>sin(log(x1)*sin(x0)) - 0.0821351128508436/(x3 + x3/x4))
20,3.612635e-07,0.012812586964485402,sin(sin(x0) * log(x1)) - (sin(sin(0.082227744)) / (x3 + (x3 / x4))),sin(log(x1)*sin(x0)) - 0.0820427943312417/(x3 + x3/x4),PySRFunction(X=>sin(log(x1)*sin(x0)) - 0.0820427943312417/(x3 + x3/x4))
23,6.1346014e-08,0.5910258037998554,sin(log(x1) * sin(x0)) - ((0.031348344 * (x0 + x4)) / (sin(x2) + (x0 ^ x3))),-(0.031348344*x0 + 0.031348344*x4)/(x0**x3 + sin(x2)) + sin(log(x1)*sin(x0)),PySRFunction(X=>-(0.031348344*x0 + 0.031348344*x4)/(x0**x3 + sin(x2)) + sin(log(x1)*sin(x0)))
