Model,MSE_Train,NMSE_Train
Model_1,190.60081539839499,6.785224656826653
Model_2,44.97998818692507,1.6012487893704237
Model_3,21.69834564426512,0.7724423925998309
Model_4,12.300989750339516,0.4379046269183929
Model_5,3.132631289401317,0.11151897236726868
Model_6,2.0783382230166914,0.07398704841090042
Model_7,0.13030246305856777,0.004638655313946171
Model_8,0.07126367353853953,0.002536925321221975
Model_9,0.027560293789751757,0.0009811226913207887
Model_10,0.007846598021039552,0.00027933212275760874
Model_11,0.0077582757716253715,0.00027618792684628034
Model_12,0.0027473194049087934,9.780220156666994e-05
Model_13,0.0023224153919543214,8.26759851364985e-05
Model_14,0.0022698121016257373,8.080335336510931e-05
Model_15,0.0020612465572688882,7.337859984988126e-05
