complexity,loss,score,equation,sympy_format,lambda_format
1,1177000400000000.0,0.0,x0,x0,PySRFunction(X=>x0)
3,1176707400000000.0,0.00012448444174485482,x0 * x0,x0*x0,PySRFunction(X=>x0*x0)
5,1151106100000000.0,0.010998446518936127,x0 * (x0 * x0),x0*x0*x0,PySRFunction(X=>x0*x0*x0)
6,925657660000000.0,0.21797411651895082,(x0 ^ log(x0)) / x0,x0**log(x0)/x0,PySRFunction(X=>x0**log(x0)/x0)
7,150026780000.0,8.727445936154702,x0 * (x0 * (x0 * x0)),x0*x0*x0*x0,PySRFunction(X=>x0*x0*x0*x0)
9,21058874.0,4.435623525743445,x0 * (((x0 * x0) + x0) * x0),x0*x0*(x0*x0 + x0),PySRFunction(X=>x0*x0*(x0*x0 + x0))
11,20535200.0,0.012590776079682202,((x0 + (x0 * x0)) * (x0 * x0)) + x0,x0*x0*(x0 + x0*x0) + x0,PySRFunction(X=>x0*x0*(x0 + x0*x0) + x0)
13,688748.44,1.6975098351603235,x0 * (((x0 - -1.0117911) * x0) * x0),x0*x0*x0*(x0 - 1*(-1.0117911)),PySRFunction(X=>x0*x0*x0*(x0 - 1*(-1.0117911)))
14,527822.06,0.26611687616109303,((x0 * x0) + sin(x0 / x0)) * ((x0 * x0) + x0),(x0*x0 + x0)*(x0*x0 + sin(x0/x0)),PySRFunction(X=>(x0*x0 + x0)*(x0*x0 + sin(x0/x0)))
16,399796.88,0.1389013005983956,(((x0 * x0) - sin(-1.0609354)) + x0) * (x0 * x0),x0*x0*(x0*x0 + x0 - sin(-1.0609354)),PySRFunction(X=>x0*x0*(x0*x0 + x0 - sin(-1.0609354)))
17,14299.342,3.330743095912726,((x0 * x0) * ((x0 * x0) + (x0 - -0.97354686))) + x0,x0*x0*(x0*x0 + x0 - 1*(-0.97354686)) + x0,PySRFunction(X=>x0*x0*(x0*x0 + x0 - 1*(-0.97354686)) + x0)
19,3293.7905,0.7340872464870257,((x0 * (x0 * x0)) + ((x0 * x0) + (x0 * 1.0002952))) * x0,x0*(x0*x0*x0 + x0*x0 + x0*1.0002952),PySRFunction(X=>x0*(x0*x0*x0 + x0*x0 + x0*1.0002952))
22,351.80194,0.7455753204813771,((x0 * x0) + x0) * ((x0 * x0) + cos(-0.15290602 / -1.6469903)),(x0*x0 + x0)*(x0*x0 + cos(-0.15290602/(-1.6469903))),PySRFunction(X=>(x0*x0 + x0)*(x0*x0 + cos(-0.15290602/(-1.6469903))))
23,48.749817,1.9763669031944695,(((x0 * x0) + x0) - -1.0323073) * (((x0 - 1.0002341) * x0) + x0),(x0*(x0 - 1*1.0002341) + x0)*(x0*x0 + x0 - 1*(-1.0323073)),PySRFunction(X=>(x0*(x0 - 1*1.0002341) + x0)*(x0*x0 + x0 - 1*(-1.0323073)))
38,13.399846,0.08609721528247628,(((x0 * x0) + x0) + ((0.4716959 / x0) / (x0 + x0))) * (((x0 * x0) - (-0.006955634 + 0.0070534325)) + exp(x0 - x0)),(x0*x0 + x0 + 0.4716959/(x0*(x0 + x0)))*(x0*x0 + exp(-x0 + x0) - (-0.006955634 + 0.0070534325)),PySRFunction(X=>(x0*x0 + x0 + 0.4716959/(x0*(x0 + x0)))*(x0*x0 + exp(-x0 + x0) - (-0.006955634 + 0.0070534325)))
