complexity,loss,equation,score,sympy_format,lambda_format
1,1.464,x1,0.0,x1,PySRFunction(X=>x1)
3,0.994,x2 - x2,0.1935952439323414,-x2 + x2,PySRFunction(X=>-x2 + x2)
5,0.9893,-0.01788,0.0023697921636985863,-0.0178800000000000,PySRFunction(X=>-0.0178800000000000)
6,0.7427,x0 / (x0 - exp(x0)),0.286705427653926,x0/(x0 - exp(x0)),PySRFunction(X=>x0/(x0 - exp(x0)))
8,0.7217,((x3 / exp(x0)) - x3) / x3,0.014341327298511645,(-x3 + x3/exp(x0))/x3,PySRFunction(X=>(-x3 + x3/exp(x0))/x3)
9,0.7007,x0 / (-1.524 - x0),0.029529704701739386,x0/(-x0 - 1.524),PySRFunction(X=>x0/(-x0 - 1.524))
10,0.552,-0.5317 - (x0 / exp(x0)),0.23853178909939288,-x0/exp(x0) - 0.5317,PySRFunction(X=>-x0/exp(x0) - 0.5317)
11,0.501,(((x0 * x0) - x0) - exp(x0)) / exp(x0),0.0969419451922306,(-x0 + x0*x0 - exp(x0))/exp(x0),PySRFunction(X=>(-x0 + x0*x0 - exp(x0))/exp(x0))
13,0.4736,(-0.3203 / exp(x1)) - (x0 / exp(x0)),0.028121508757534434,-x0/exp(x0) - 0.3203*exp(-x1),PySRFunction(X=>-x0/exp(x0) - 0.3203*exp(-x1))
15,0.4417,(-0.5103 - x0) / (x0 + 0.6895),0.0348660824836576,(-x0 - 0.5103)/(x0 + 0.6895),PySRFunction(X=>(-x0 - 0.5103)/(x0 + 0.6895))
16,0.4326,((-0.2347 / exp(x1)) - x0) / (x0 + (x2 / x2)),0.020817405083522353,(-x0 - 0.2347*exp(-x1))/(x0 + x2/x2),PySRFunction(X=>(-x0 - 0.2347*exp(-x1))/(x0 + x2/x2))
18,0.419,(-0.336 / exp(x0 + x1)) - (x0 / ((x2 / x2) + x0)),0.01597129679841034,-x0/(x0 + x2/x2) - 0.336*exp(-x0 - x1),PySRFunction(X=>-x0/(x0 + x2/x2) - 0.336*exp(-x0 - x1))
20,0.3943,((-0.2347 / exp(x1)) - x0) / (x0 + (0.8696 ^ x2)),0.030379439519278136,(-x0 - 0.2347*exp(-x1))/(0.8696**x2 + x0),PySRFunction(X=>(-x0 - 0.2347*exp(-x1))/(0.8696**x2 + x0))
21,0.3638,(0.1838 / (x0 + 0.69)) - (0.7324 ^ x1),0.08050777479955956,-0.7324**x1 + 0.1838/(x0 + 0.69),PySRFunction(X=>-0.7324**x1 + 0.1838/(x0 + 0.69))
22,0.3635,(0.187 / (0.69 + x0)) - (exp(-0.3193) ^ x1),0.0008249691104478912,-exp(-0.3193)**x1 + 0.187/(x0 + 0.69),PySRFunction(X=>-exp(-0.3193)**x1 + 0.187/(x0 + 0.69))
23,0.3186,(((0.888 ^ x1) * -0.509) - x0) / (0.682 + x0),0.13184289949762593,(0.888**x1*(-0.509) - x0)/(x0 + 0.682),PySRFunction(X=>(0.888**x1*(-0.509) - x0)/(x0 + 0.682))
27,0.288,(((-4.062 - x1) - x2) * ((0.000799 ^ x0) * -0.00674)) - (x4 / x4),0.025243979335000555,(-x1 - x2 - 4.062)*0.000799**x0*(-0.00674) - x4/x4,PySRFunction(X=>(-x1 - x2 - 4.062)*0.000799**x0*(-0.00674) - x4/x4)
29,0.2708,(((0.0002009 ^ x0) * -0.002932) * ((-3.7 - x1) - x2)) - 0.7915,0.030789969548913006,0.0002009**x0*(-0.002932)*(-x1 - x2 - 3.7) - 1*0.7915,PySRFunction(X=>0.0002009**x0*(-0.002932)*(-x1 - x2 - 3.7) - 1*0.7915)
