0,1,2,3
36.67855948872052,29.680677613972396,20.698287305477923,21.835975591820166
29.0546166511772,19.908803423745184,19.592266491171205,9.56691616128568
6.455897239732231,4.635648879492727,18.25959090577886,6.1896516326124456
3.4863692678328775,1.9342995614648153,2.9978580230442624,6.312210690864582
1.1231692678328784,0.6029004385351833,0.8072580230442625,7.544910690864583
2.6673285093594004,1.2314566388762564,0.009788460315999004,0.9594653533095929
0.932930002484575,0.28445875546301735,1.3152103172919603,0.8262253244070976
0.6848531964382474,0.2546442194867815,1.1077795835535902,0.1776000428958895
0.03648197913577178,0.017917789201071344,0.41380054805125965,0.3579502280350262
0.3305263692438274,0.26360944082147597,0.11609110356914698,0.04905812034456858
0.1993652291298602,0.14901029399742427,0.05250322588560863,0.10224928049275306
0.15934229548834367,0.09366985120099613,0.06311524559680848,0.03835173297183658
0.037775952892964426,0.05704669124093442,0.020922014876408213,0.11264702108187308
0.006184674225423237,0.04518514323897094,0.06580720831373554,0.07401734755675093
0.03233423538314639,0.012530235912116439,0.012159517357503091,0.06834408857953278
