Model,MSE_Train,NMSE_Train
Model_1,0.0021462605499220125,0.005506394826831779
Model_2,0.0018979503776947598,0.00486933617714848
Model_3,0.000865230024536542,0.002219813494359138
Model_4,0.0004604840446797991,0.0011814068713864002
Model_5,0.0004603103108684898,0.0011809611440678441
Model_6,0.00046013592552843126,0.0011805137452026836
Model_7,0.00030877508631790525,0.0007921859897286143
Model_8,0.0002767933860946378,0.0007101345031702449
Model_9,0.0002377226224746646,0.0006098954848063258
Model_10,3.456438703658906e-05,8.867756618729313e-05
Model_11,2.2835692866113544e-05,5.858670843558859e-05
Model_12,1.1434914576855503e-05,2.9337143840037673e-05
Model_13,5.749542224883374e-06,1.4750888266990264e-05
Model_14,4.817277179152017e-06,1.2359091322654794e-05
Model_15,4.102643197450295e-07,1.0525643440447042e-06
