complexity,loss,score,equation,sympy_format,lambda_format
1,0.0055063963,0.0,x0,x0,PySRFunction(X=>x0)
7,0.0048693386,0.02049204389556285,x0 / sin(x0 / sin(x0)),x0/sin(x0/sin(x0)),PySRFunction(X=>x0/sin(x0/sin(x0)))
8,0.0022198192,0.7855323656568294,x0 / cos(exp(x0) * cos(x0)),x0/cos(exp(x0)*cos(x0)),PySRFunction(X=>x0/cos(exp(x0)*cos(x0)))
9,0.0011814077,0.6307190575655793,(0.0076799095 / x0) + x0,x0 + 0.0076799095/x0,PySRFunction(X=>x0 + 0.0076799095/x0)
10,0.0011809627,0.00037674024806893744,x0 - sin(-0.00770117 / x0),x0 - sin(-0.00770117/x0),PySRFunction(X=>x0 - sin(-0.00770117/x0))
11,0.0011805152,0.0003789999519847274,x0 + sin(sin(0.0077199903 / x0)),x0 + sin(sin(0.0077199903/x0)),PySRFunction(X=>x0 + sin(sin(0.0077199903/x0)))
12,0.0007921876,0.39890799989038017,x0 + ((0.0085628275 / exp(x0)) / x0),x0 + 0.0085628275/(x0*exp(x0)),PySRFunction(X=>x0 + 0.0085628275/(x0*exp(x0)))
13,0.00071013544,0.10934252004607765,x0 + ((0.006938751 / x0) / sin(exp(x0))),x0 + 0.006938751/(x0*sin(exp(x0))),PySRFunction(X=>x0 + 0.006938751/(x0*sin(exp(x0))))
14,0.0006098975,0.1521648021448772,x0 + ((0.006958346 / sin(x0)) / sin(exp(x0))),x0 + 0.006958346/(sin(x0)*sin(exp(x0))),PySRFunction(X=>x0 + 0.006958346/(sin(x0)*sin(exp(x0))))
15,8.867758e-05,1.9282838150150798,((0.0073901988 / cos(x0)) / (x0 * exp(x0))) + x0,x0 + 0.0073901988/(((x0*exp(x0)))*cos(x0)),PySRFunction(X=>x0 + 0.0073901988/(((x0*exp(x0)))*cos(x0)))
16,5.8586695e-05,0.4144994722241543,x0 + (((0.006958346 / x0) / exp(x0)) / sin(cos(x0))),x0 + 0.006958346/(x0*exp(x0)*sin(cos(x0))),PySRFunction(X=>x0 + 0.006958346/(x0*exp(x0)*sin(cos(x0))))
19,2.93374e-05,0.2305481568191822,((-0.04355202 / x0) * (x0 - (0.013629497 / x0))) + x0,x0 - 0.04355202*(x0 - 0.013629497/x0)/x0,PySRFunction(X=>x0 - 0.04355202*(x0 - 0.013629497/x0)/x0)
20,1.4751058e-05,0.6875483435376007,(sin(0.009032833) / (x0 - (x0 * x0))) + (-0.034935895 + x0),x0 - 0.034935895 + sin(0.009032833)/(-x0*x0 + x0),PySRFunction(X=>x0 - 0.034935895 + sin(0.009032833)/(-x0*x0 + x0))
24,1.2359053e-05,0.04423149451393769,((-0.025887711 * (x0 + -0.34491524)) / sin(x0)) + (x0 * 0.99084055),x0*0.99084055 - 0.025887711*(x0 - 0.34491524)/sin(x0),PySRFunction(X=>x0*0.99084055 - 0.025887711*(x0 - 0.34491524)/sin(x0))
25,1.0525603e-06,2.4631632538764627,((exp(x0) - (1.3140333 / x0)) * sin(-0.0070982045)) + (x0 + -0.02345748),x0 + (exp(x0) - 1.3140333/x0)*sin(-0.0070982045) - 0.02345748,PySRFunction(X=>x0 + (exp(x0) - 1.3140333/x0)*sin(-0.0070982045) - 0.02345748)
