complexity,loss,equation,score,sympy_format,lambda_format
24,0.03032,((x4 - x5) * 0.6924) + (((x0 - x2) * -0.0526) * (x5 + exp(x4))),0.06850902534058362,(x0 - x2)*(-0.0526)*(x5 + exp(x4)) + (x4 - x5)*0.6924,PySRFunction(X=>(x0 - x2)*(-0.0526)*(x5 + exp(x4)) + (x4 - x5)*0.6924)
25,0.02832,((x4 - x5) + (-0.1807 * x0)) * (0.705 ^ (0.6655 ^ x1)),0.06823929194865182,0.705**(0.6655**x1)*(-0.1807*x0 + x4 - x5),PySRFunction(X=>0.705**(0.6655**x1)*(-0.1807*x0 + x4 - x5))
26,0.02695,((x4 + (-0.1808 * x0)) - x5) / (1.183 - (-0.1968 / exp(x1))),0.04958497147051281,(-0.1808*x0 + x4 - x5)/(1.183 - (-1)*0.1968/exp(x1)),PySRFunction(X=>(-0.1808*x0 + x4 - x5)/(1.183 - (-1)*0.1968/exp(x1)))
27,0.02483,(((x0 - x2) * -0.1398) + (x4 - x5)) * (0.7046 ^ (0.666 ^ x1)),0.08193069783493091,0.7046**(0.666**x1)*(x4 - x5 + (x0 - x2)*(-0.1398)),PySRFunction(X=>0.7046**(0.666**x1)*(x4 - x5 + (x0 - x2)*(-0.1398)))
28,0.0235,((x4 - x5) + (0.1394 * (x2 - x0))) / (1.188 - (-0.1951 / exp(x1))),0.055052178369962054,(x4 - x5 + 0.1394*(-x0 + x2))/(1.188 - (-1)*0.1951/exp(x1)),PySRFunction(X=>(x4 - x5 + 0.1394*(-x0 + x2))/(1.188 - (-1)*0.1951/exp(x1)))
30,0.01973,((x4 - x5) * (0.707 ^ (0.6885 ^ x1))) + ((x0 - x2) * (exp(x4) * -0.05103)),0.08743005055779465,0.707**(0.6885**x1)*(x4 - x5) + (x0 - x2)*exp(x4)*(-0.05103),PySRFunction(X=>0.707**(0.6885**x1)*(x4 - x5) + (x0 - x2)*exp(x4)*(-0.05103))
31,0.01889,(((x0 * x4) + (x0 - x2)) * -0.09796) + ((x4 - x5) * (0.7036 ^ (0.6704 ^ x1))),0.04350763852110581,0.7036**(0.6704**x1)*(x4 - x5) + (x0*x4 + x0 - x2)*(-0.09796),PySRFunction(X=>0.7036**(0.6704**x1)*(x4 - x5) + (x0*x4 + x0 - x2)*(-0.09796))
32,0.01718,((x5 + exp(x4)) * (-0.04953 * (x0 - x2))) + ((0.7046 ^ (0.691 ^ x1)) * (x4 - x5)),0.09488676495730881,0.7046**(0.691**x1)*(x4 - x5) + (x5 + exp(x4))*(-0.04953)*(x0 - x2),PySRFunction(X=>0.7046**(0.691**x1)*(x4 - x5) + (x5 + exp(x4))*(-0.04953)*(x0 - x2))
34,0.01654,((x4 - x5) * (0.7036 ^ (0.6885 ^ x1))) + (((x0 - x2) * -0.0478) * ((x5 + x3) + exp(x4))),0.018982113480282094,0.7036**(0.6885**x1)*(x4 - x5) + (x0 - x2)*(-0.0478)*(x3 + x5 + exp(x4)),PySRFunction(X=>0.7036**(0.6885**x1)*(x4 - x5) + (x0 - x2)*(-0.0478)*(x3 + x5 + exp(x4)))
37,0.01599,(((1.852 + x4) + x5) * ((x0 - x2) * -0.04974)) + ((0.7 ^ (0.6836 ^ x1)) * (x4 - x5)),0.011272720916560772,0.7**(0.6836**x1)*(x4 - x5) + (x4 + x5 + 1.852)*(x0 - x2)*(-0.04974),PySRFunction(X=>0.7**(0.6836**x1)*(x4 - x5) + (x4 + x5 + 1.852)*(x0 - x2)*(-0.04974))
38,0.01472,(((x0 - x2) * -0.0497) * (exp(x4) + x5)) + ((0.7437 ^ (0.6357 ^ x1)) * (x4 - (x5 * 0.9077))),0.08275641354513275,0.7437**(0.6357**x1)*(x4 - 0.9077*x5) + (x0 - x2)*(-0.0497)*(x5 + exp(x4)),PySRFunction(X=>0.7437**(0.6357**x1)*(x4 - 0.9077*x5) + (x0 - x2)*(-0.0497)*(x5 + exp(x4)))
40,0.01438,((0.7437 ^ (0.6357 ^ x1)) * (x4 - (x5 * 0.906))) + (((x0 - x2) * -0.04666) * ((x3 + x5) + exp(x4))),0.011684380503914784,0.7437**(0.6357**x1)*(x4 - 0.906*x5) + (x0 - x2)*(-0.04666)*(x3 + x5 + exp(x4)),PySRFunction(X=>0.7437**(0.6357**x1)*(x4 - 0.906*x5) + (x0 - x2)*(-0.04666)*(x3 + x5 + exp(x4)))
41,0.01424,((x4 + 1.522) * ((x0 - x2) * -0.0627)) + ((0.7476 ^ (0.6143 ^ x1)) * (x4 - (x5 * 0.9004))),0.009783446309070971,0.7476**(0.6143**x1)*(x4 - 0.9004*x5) + (x4 + 1.522)*(x0 - x2)*(-0.0627),PySRFunction(X=>0.7476**(0.6143**x1)*(x4 - 0.9004*x5) + (x4 + 1.522)*(x0 - x2)*(-0.0627))
43,0.013336,(((x0 - x2) * -0.04718) * ((x5 + x4) + 1.987)) + ((0.745 ^ (0.6143 ^ x1)) * (x4 - (x5 * 0.9053))),0.032793880267668385,0.745**(0.6143**x1)*(x4 - 0.9053*x5) + (x0 - x2)*(-0.04718)*(x4 + x5 + 1.987),PySRFunction(X=>0.745**(0.6143**x1)*(x4 - 0.9053*x5) + (x0 - x2)*(-0.04718)*(x4 + x5 + 1.987))
45,0.01308,(((x4 * 1.107) - x5) * (0.663 ^ (0.7114 ^ x1))) + (((x0 - x2) * -0.03403) * ((x5 + 2.717) + (x4 + x4))),0.009691399709720138,0.663**(0.7114**x1)*(x4*1.107 - x5) + (x0 - x2)*(-0.03403)*(x4 + x4 + x5 + 2.717),PySRFunction(X=>0.663**(0.7114**x1)*(x4*1.107 - x5) + (x0 - x2)*(-0.03403)*(x4 + x4 + x5 + 2.717))
49,0.011894,(((x5 + x4) + 2.053) * ((x0 - x2) * -0.0464)) + ((0.901 ^ (0.2866 ^ x1)) * ((x4 * 0.859) - (x5 * 0.7803))),0.02376256868616266,0.901**(0.2866**x1)*(x4*0.859 - 0.7803*x5) + (x4 + x5 + 2.053)*(x0 - x2)*(-0.0464),PySRFunction(X=>0.901**(0.2866**x1)*(x4*0.859 - 0.7803*x5) + (x4 + x5 + 2.053)*(x0 - x2)*(-0.0464))
55,0.01124,(((x0 - x2) * -0.06232) * ((x4 + 1.495) + (x5 * 0.5195))) + ((0.8643 ^ (0.3904 ^ x1)) * ((x4 * 0.882) - (x5 * 0.7993))),0.00942587113647615,0.8643**(0.3904**x1)*(x4*0.882 - 0.7993*x5) + (x0 - x2)*(-0.06232)*(x4 + x5*0.5195 + 1.495),PySRFunction(X=>0.8643**(0.3904**x1)*(x4*0.882 - 0.7993*x5) + (x0 - x2)*(-0.06232)*(x4 + x5*0.5195 + 1.495))
