Model,MSE_Train,NMSE_Train,RMSE_Train,MSE_Test,NMSE_Test,RMSE_Test,MSE_Validation,NMSE_Validation,RMSE_Validation
Model_1,8.220935357531588e-21,0.5863531178641598,9.066937386753913e-11,8.799821775172852e-21,0.5888763520671445,9.380736525013829e-11,7.786274810633158e-21,0.5327752031164329,8.823987086704716e-11
Model_2,3.402752885950153e-21,0.242699240077375,5.833311997442064e-11,4.324271515737843e-21,0.2893764556368579,6.575919339330314e-11,4.22600526188639e-21,0.28916405682187185,6.500773232382737e-11
Model_3,3.402752885950153e-21,0.242699240077375,5.833311997442064e-11,4.324271515737843e-21,0.2893764556368579,6.575919339330314e-11,4.22600526188639e-21,0.28916405682187185,6.500773232382737e-11
Model_4,2.159073859497086e-21,0.15399460452578514,4.646583540083064e-11,2.5979663707797807e-21,0.17385363002853144,5.097024985989161e-11,2.129870924496789e-21,0.14573623998743596,4.615052463945333e-11
Model_5,8.473228547923657e-22,0.06043477732614628,2.910881060422026e-11,1.0591560886482368e-21,0.07087779612907302,3.2544678346055853e-11,8.514082450794035e-22,0.058257538006200774,2.917890068318893e-11
Model_6,8.473228547923657e-22,0.06043477732614628,2.910881060422026e-11,1.0591560886482368e-21,0.07087779612907302,3.2544678346055853e-11,8.514082450794035e-22,0.058257538006200774,2.917890068318893e-11
Model_7,7.705975683540681e-22,0.05496239383624318,2.7759639197116162e-11,1.1368021351162443e-21,0.07607380143062563,3.3716496483416603e-11,9.057581091813943e-22,0.061976422914648284,3.009581547626504e-11
Model_8,6.896536903922167e-22,0.04918912192120912,2.6261258355079192e-11,9.584378126540437e-22,0.06413781747163172,3.095864681561589e-11,7.685612391209924e-22,0.05258873854810772,2.77229370579849e-11
Model_9,6.182527133923585e-22,0.04409649150123405,2.4864688081541633e-11,8.399715536621291e-22,0.05621015936439352,2.8982262742272713e-11,6.405242003368931e-22,0.04382781487104089,2.5308579579598952e-11
Model_10,5.91415343677903e-22,0.042182332743991476,2.4319032539924425e-11,8.22562259602903e-22,0.05504514468118877,2.8680346225296916e-11,6.162419465508782e-22,0.04216630368531935,2.4824220965639148e-11
Model_11,5.665582241413815e-22,0.0404094141030477,2.3802483570866748e-11,7.823308360187416e-22,0.0523528931147366,2.7970177618648432e-11,5.964815270234461e-22,0.04081419863079232,2.4422971298010528e-11
Model_12,5.402138354728103e-22,0.038530416913282656,2.3242500628650313e-11,5.62862309663256e-22,0.03766625189679765,2.372471938007394e-11,5.42855540344116e-22,0.03714484497448643,2.3299260510671062e-11
Model_13,5.1633427765413405e-22,0.0368272222558316,2.2722990068521662e-11,5.932642578026037e-22,0.0397007235910476,2.435701660307772e-11,5.335833197286421e-22,0.036510394053873754,2.3099422497730157e-11
Model_14,4.609157536341013e-22,0.03287453038643185,2.1468948591724312e-11,6.568284976970241e-22,0.04395438675233497,2.562866554655205e-11,4.860996801352685e-22,0.03326132998352791,2.2047668360515324e-11
Model_15,4.565085657942168e-22,0.032560190445957586,2.1366061073445823e-11,5.897078114989629e-22,0.03946272932490014,2.428390025302696e-11,4.876910685001812e-22,0.03337022059938386,2.2083728591435398e-11
