complexity,loss,score,equation,sympy_format,lambda_format
1,3700.9958,0.0,x3,x3,PySRFunction(X=>x3)
2,2817.8372,0.2726322782364245,exp(x3),exp(x3),PySRFunction(X=>exp(x3))
3,2794.0178,0.008489008729489418,x3 ^ x3,x3**x3,PySRFunction(X=>x3**x3)
4,68.259445,3.7119200978224907,exp(x3 + x2),exp(x2 + x3),PySRFunction(X=>exp(x2 + x3))
6,53.293392,0.12375173338432834,exp(x3 + x2) + x3,x3 + exp(x2 + x3),PySRFunction(X=>x3 + exp(x2 + x3))
7,43.122543,0.21176644618462095,exp(x3 + x2) + exp(x3),exp(x3) + exp(x2 + x3),PySRFunction(X=>exp(x3) + exp(x2 + x3))
8,29.693295,0.37312463706958654,exp(x3 + x2) + (x3 ^ x1),x3**x1 + exp(x2 + x3),PySRFunction(X=>x3**x1 + exp(x2 + x3))
9,9.413267,1.1488011855559253,exp(x2 * x3) + (exp(x1) * x3),x3*exp(x1) + exp(x2*x3),PySRFunction(X=>x3*exp(x1) + exp(x2*x3))
10,3.1923318,1.0813684556360634,(x3 / (x1 - x4)) + exp(x3 + x2),x3/(x1 - x4) + exp(x2 + x3),PySRFunction(X=>x3/(x1 - x4) + exp(x2 + x3))
11,2.1785355,0.38209875949499256,((x3 * exp(x1)) + x0) + exp(x2 * x3),x0 + x3*exp(x1) + exp(x2*x3),PySRFunction(X=>x0 + x3*exp(x1) + exp(x2*x3))
13,0.432351,0.8085851913481529,((exp(x4) * x3) + exp(x3 * x2)) + (x1 ^ x1),x1**x1 + x3*exp(x4) + exp(x2*x3),PySRFunction(X=>x1**x1 + x3*exp(x4) + exp(x2*x3))
15,0.13776381,0.5718485306266325,((x2 + exp(x1)) + (x3 * x3)) + (exp(x3 * x2) + x1),x1 + x2 + x3*x3 + exp(x1) + exp(x2*x3),PySRFunction(X=>x1 + x2 + x3*x3 + exp(x1) + exp(x2*x3))
16,0.07779129,0.5715112259018504,((x4 / (x1 - x4)) + exp(x3 + x2)) + ((x3 * x3) / x2),x4/(x1 - x4) + exp(x2 + x3) + x3*x3/x2,PySRFunction(X=>x4/(x1 - x4) + exp(x2 + x3) + x3*x3/x2)
17,0.025691032,1.107887489601736,((x3 + x3) * log(x3)) + (exp(x3 + x2) + (x4 / (x1 - x4))),2*x3*log(x3) + x4/(x1 - x4) + exp(x2 + x3),PySRFunction(X=>2*x3*log(x3) + x4/(x1 - x4) + exp(x2 + x3))
18,0.008733768,1.078945089735044,(exp(x3 * x2) - (log(x3) - x3)) + ((x3 * (x1 + x4)) + exp(x1)),x3*(x1 + x4) + x3 + exp(x1) + exp(x2*x3) - log(x3),PySRFunction(X=>x3*(x1 + x4) + x3 + exp(x1) + exp(x2*x3) - log(x3))
20,0.008109297,0.03709285529496208,((exp(x1) + (x3 * x1)) + (x3 ^ x2)) + (exp(x3 * x2) + (x3 + cos(x3))),x1*x3 + x3 + x3**x2 + exp(x1) + exp(x2*x3) + cos(x3),PySRFunction(X=>x1*x3 + x3 + x3**x2 + exp(x1) + exp(x2*x3) + cos(x3))
21,0.0055829026,0.37330236090446633,(cos(x0 / x4) + exp(x2 * x3)) + (((x4 + x1) * x3) + (exp(x1) + sin(x4))),x3*(x1 + x4) + exp(x1) + exp(x2*x3) + sin(x4) + cos(x0/x4),PySRFunction(X=>x3*(x1 + x4) + exp(x1) + exp(x2*x3) + sin(x4) + cos(x0/x4))
22,0.0046104887,0.1913749602915586,(exp(x3 * x2) + (cos(x3) + (x4 * x3))) + ((exp(x1) - x2) + ((x1 + x2) * x3)),-x2 + x3*x4 + x3*(x1 + x2) + exp(x1) + exp(x2*x3) + cos(x3),PySRFunction(X=>-x2 + x3*x4 + x3*(x1 + x2) + exp(x1) + exp(x2*x3) + cos(x3))
