gamma1,lambda1,delta,epsilon,NRow,NCol,W1,Model_1_Y_pred,Model_1_Residuals,Model_2_Y_pred,Model_2_Residuals,Model_3_Y_pred,Model_3_Residuals,Model_4_Y_pred,Model_4_Residuals,Model_5_Y_pred,Model_5_Residuals,Model_6_Y_pred,Model_6_Residuals,Model_7_Y_pred,Model_7_Residuals,Model_8_Y_pred,Model_8_Residuals,Model_9_Y_pred,Model_9_Residuals,Model_10_Y_pred,Model_10_Residuals,Model_11_Y_pred,Model_11_Residuals,Model_12_Y_pred,Model_12_Residuals,Model_13_Y_pred,Model_13_Residuals,Model_14_Y_pred,Model_14_Residuals,Model_15_Y_pred,Model_15_Residuals,Model_16_Y_pred,Model_16_Residuals,Model_17_Y_pred,Model_17_Residuals,Model_18_Y_pred,Model_18_Residuals,Model_19_Y_pred,Model_19_Residuals,Model_20_Y_pred,Model_20_Residuals,Model_21_Y_pred,Model_21_Residuals,Model_22_Y_pred,Model_22_Residuals,Model_23_Y_pred,Model_23_Residuals,Model_24_Y_pred,Model_24_Residuals,Model_25_Y_pred,Model_25_Residuals,Model_26_Y_pred,Model_26_Residuals,Model_27_Y_pred,Model_27_Residuals,Model_28_Y_pred,Model_28_Residuals
-0.597541810525913,-0.6215163339667974,-0.9383888117306464,-0.7825426357098743,0.47445137494634665,-0.945810375934829,0.5921794086343295,6.329431084025259e-07,3.0721335309235938e-06,2.2061390112768515e-06,1.4989376280492684e-06,2.153616151939761e-06,1.551460487386359e-06,3.523996933871407e-06,1.8107970545471293e-07,4.275780610830174e-06,5.707039715040541e-07,3.83871247828011e-06,1.336358389539904e-07,3.579628226925702e-06,1.2544841240041784e-07,4.611253047367449e-06,9.061764080413287e-07,4.602295084094688e-06,8.972184447685677e-07,4.214294476475093e-06,5.092178371489727e-07,3.7003605922921785e-06,4.7160470339414696e-09,3.3922482538557022e-06,3.128283854704177e-07,3.3883998598636636e-06,3.166767794624563e-07,3.6014379489231744e-06,1.0363869040294554e-07,3.1589584147651523e-06,5.461182245609677e-07,3.7976616578792835e-06,9.258501855316359e-08,3.027068593267598e-06,6.780080460585218e-07,3.6316080684940236e-06,7.34685708320963e-08,3.2409308190763395e-06,4.641458202497804e-07,3.18708318135066e-06,5.179934579754599e-07,3.126746503224771e-06,5.783301361013489e-07,2.8825085195119586e-06,8.225681198141613e-07,3.7065087667907597e-06,1.4321274646397842e-09,3.629621293233981e-06,7.545534609213894e-08,3.2053726486096695e-06,4.997039907164505e-07,3.406617304374507e-06,2.98459334951613e-07,3.3493804094096464e-06,3.556962299164736e-07,3.4750648737315425e-06,2.3001176559457745e-07
-0.47960889392480016,-0.5132402557789225,-0.7771429615831764,-1.0758591212050717,-0.593555395035317,-0.8056695947391768,0.2087629387385797,9.070139143896856e-07,1.8275504687504943e-06,2.2061390112768515e-06,5.284253718633283e-07,2.153616151939761e-06,5.80948231200419e-07,3.3111441997650913e-06,5.765798166249114e-07,3.763960613351568e-06,1.029396230211388e-06,3.368535590692298e-06,6.339712075521181e-07,2.7915615247425314e-06,5.6997141602351545e-08,2.7822792060208063e-06,4.771482288062645e-08,1.908164139048564e-06,8.264002440916158e-07,2.3475365176820925e-06,3.870278654580873e-07,2.3745743739820163e-06,3.599900091581635e-07,2.220019705330397e-06,5.145446778097826e-07,2.176083783953532e-06,5.584805991866478e-07,1.7783048168578778e-06,9.56259566282302e-07,1.8878292586330783e-06,8.467351245071015e-07,2.4536401255801564e-06,2.809242575600234e-07,1.3420921317494602e-06,1.3924722513907196e-06,2.261525833893672e-06,4.730385492465077e-07,1.7042768534907244e-06,1.0302875296494554e-06,1.522292278719659e-06,1.2122721044205208e-06,2.021544075571528e-06,7.13020307568652e-07,2.067549383682133e-06,6.670149994580466e-07,2.287357956249529e-06,4.4720642689065085e-07,1.7511677483086691e-06,9.833966348315107e-07,1.876271044133947e-06,8.582933390062329e-07,2.3019809486940445e-06,4.3258343444613537e-07,2.185402857420845e-06,5.49161525719335e-07,2.007635888808971e-06,7.269284943312089e-07
-0.5661629872016013,1.2156519759488136,-0.4338282449285714,0.9865203979518316,0.3279519151052824,-0.6929247979752919,0.02767748722981688,5.283224203354714e-06,3.007027323712764e-06,2.2061390112768515e-06,7.005786836509833e-08,2.153616151939761e-06,1.22580727702189e-07,3.4700349930545544e-06,1.1938381134126046e-06,4.13365248890672e-06,1.8574556092647704e-06,3.702306174428596e-06,1.426109294786646e-06,3.3547908545321846e-06,1.0785939748902347e-06,4.060835044594544e-06,1.7846381649525942e-06,3.4049982987744676e-06,1.1288014191325177e-06,4.417628777640935e-06,2.141431897998985e-06,4.339647822392541e-06,2.0634509427505914e-06,4.593331279497345e-06,2.317134399855395e-06,4.45801314599511e-06,2.1818162663531597e-06,4.577661991559465e-06,2.3014651119175155e-06,4.996818387097476e-06,2.720621507455526e-06,4.192611186001052e-06,1.916414306359102e-06,4.174887173011984e-06,1.8986902933700344e-06,4.437383923047726e-06,2.1611870434057765e-06,3.6151301562237044e-06,1.3389332765817545e-06,3.6912211966434394e-06,1.4150243170014895e-06,3.997516053604669e-06,1.721319173962719e-06,3.83903564042085e-06,1.5628387607788998e-06,3.756658859376019e-06,1.4804619797340691e-06,3.842566492089402e-06,1.5663696124474522e-06,4.107955845570567e-06,1.8317589659286167e-06,3.694078892258464e-06,1.4178820126165142e-06,3.562214083429726e-06,1.286017203787776e-06,3.8052402299082503e-06,1.5290433502663004e-06
-0.5251310959986846,-0.4840016160991132,-0.38451675618233644,1.2202112906224962,-1.13217149800158,-0.6266290990298848,0.23806817505669636,9.810234063950109e-07,1.8277190396356093e-06,2.2061390112768515e-06,6.026034347537686e-07,2.153616151939761e-06,6.551262940908593e-07,3.396549939516732e-06,5.878074934861119e-07,3.954404719753763e-06,1.145662273723143e-06,3.5368676479888856e-06,7.281252019582654e-07,3.077711922430701e-06,2.689694764000809e-07,3.4136204908221346e-06,6.048780447915145e-07,2.5055842955225436e-06,3.0315815050807655e-07,2.952165342091461e-06,1.4342289606084091e-07,2.942262611098127e-06,1.3352016506750668e-07,2.722810315838683e-06,8.5932130191937e-08,2.679072052425208e-06,1.29670393605412e-07,2.4470479032684415e-06,3.6169454276217863e-07,2.47851788239001e-06,3.3022456364061026e-07,1.9515761809281555e-06,8.571662651024647e-07,2.0595966262727166e-06,7.491458197579035e-07,1.9309977861885436e-06,8.777446598420765e-07,1.4505384663284437e-06,1.3582039797021764e-06,1.3304466096543168e-06,1.4782958363763033e-06,2.8009440683508384e-06,7.798377679781732e-09,2.7627016663162196e-06,4.6040779714400585e-08,1.8700266924136106e-06,9.387157536170096e-07,1.4677082931308923e-06,1.3410341528997279e-06,2.0075830825368655e-06,8.011593634937547e-07,2.0252479427090654e-06,7.834945033215547e-07,2.0205558839678846e-06,7.881865620627356e-07,1.7851430411681405e-06,1.0235994048624796e-06
-0.42976631665112813,-1.1523180385219105,0.20185465015831086,-1.0056853104836578,-0.7443489513892788,-0.7060281155448312,-0.2300222433599946,-7.106339163799352e-07,2.334535533324305e-06,2.2061390112768515e-06,5.822373943324816e-07,2.153616151939761e-06,5.29714534995391e-07,3.2129942351967547e-06,1.5890926182523848e-06,3.565147959550732e-06,1.941246342606362e-06,3.200290471683173e-06,1.5763888547388032e-06,2.5023100642882485e-06,8.784084473438786e-07,2.1836929359279913e-06,5.597913189836214e-07,1.4889676064348075e-06,1.3493401050956241e-07,1.8903827226706707e-06,2.6648110572630076e-07,1.9290534201398357e-06,3.051518031954658e-07,1.8625123612386073e-06,2.3861074429423737e-07,1.8157999647335e-06,1.9189834778913004e-07,8.464768732126014e-07,7.774247437317685e-07,8.001697823280045e-07,8.237318346163655e-07,1.6770788450291335e-06,5.31772280847636e-08,1.035664989767193e-06,5.88236627177177e-07,1.6029942023531146e-06,2.0907414591255344e-08,1.3588285491754592e-06,2.650730677689107e-07,1.1742974296309589e-06,4.4960418731341103e-07,1.3406239368846458e-06,2.832776800597241e-07,1.7043274201030876e-06,8.042580315871768e-08,1.6661902646886216e-06,4.2288647744251646e-08,1.4440756736002512e-06,1.7982594334411872e-07,1.3955471856672612e-06,2.2835443127710872e-07,1.788157633353076e-06,1.6425601640870607e-07,2.0160819335712806e-06,3.921803166269107e-07,1.4411772026354276e-06,1.8272441430894236e-07
-0.5954591493116088,-0.6985667752945577,1.6055746099079733,1.5326029016313554,0.22245060161003996,2.2305602899363737,0.9547707612318301,4.379113256690948e-07,4.184964571937695e-06,2.2061390112768515e-06,2.4167368863299387e-06,2.153616151939761e-06,2.4692597456670293e-06,3.5204752082118703e-06,1.1024006893949199e-06,4.266208541522954e-06,3.56667356083836e-07,3.82937333547153e-06,7.9350256213526e-07,3.564346410223022e-06,1.0585294873837682e-06,4.573137510181815e-06,4.9738387424975216e-08,4.499510908935205e-06,1.2336498867158532e-07,4.121812510292117e-06,5.010633873146732e-07,5.3793644734241525e-06,7.564885758173623e-07,4.650228686117927e-06,2.7352788511137154e-08,4.577101293668378e-06,4.577460393841249e-08,4.815016738571899e-06,1.9214084096510865e-07,4.645439599884088e-06,2.256370227729767e-08,3.974848576328321e-06,6.480273212784696e-07,5.406073955075491e-06,7.83198057468701e-07,3.7255162906950966e-06,8.973596069116936e-07,4.437712640286448e-06,1.851632573203423e-07,4.7088386804586246e-06,8.596278285183434e-08,4.278547920123114e-06,3.4432797748367655e-07,3.7042288530720236e-06,9.186470445347666e-07,3.592418731561422e-06,1.0304571660453683e-06,3.832982469486748e-06,7.898934281200425e-07,4.2515836771637425e-06,3.7129222044304767e-07,3.907629432857642e-06,7.152464647491485e-07,3.5359553202483096e-06,1.0869205773584806e-06,4.54588080418687e-06,7.699509341992013e-08
-0.6011621553486546,-0.7318838267696521,0.6719861928378246,0.00521486526353173,1.3968188518253952,0.588130856287038,1.0421766267953902,3.535784674448543e-07,4.490541091956225e-06,2.2061390112768515e-06,2.637980548124228e-06,2.153616151939761e-06,2.690503407461319e-06,3.5300986558190967e-06,1.314020903581983e-06,4.2924675119799294e-06,5.516520474211502e-07,3.855047282866083e-06,9.890722765349964e-07,3.6063164735947607e-06,1.237803085806319e-06,4.678062711189274e-06,1.6605684821180582e-07,4.791791755244158e-06,5.232780415692129e-08,4.221214819125657e-06,6.229047402754223e-07,4.791214754999056e-06,5.290480440202387e-08,4.193003175950402e-06,6.511163834506777e-07,4.154909995917027e-06,6.892095634840524e-07,4.441515799642119e-06,4.0260375975896095e-07,4.082475262796211e-06,7.61644296604869e-07,4.3500448161872695e-06,4.940747432138102e-07,4.476937606896552e-06,3.671819525045278e-07,4.037691014376004e-06,8.064285450250757e-07,4.3044271757781275e-06,5.396923836229522e-07,4.424131659031771e-06,4.1998790036930885e-07,3.166623780981916e-06,1.6774957784191637e-06,2.873992020104765e-06,1.9701275392963146e-06,3.647562050177074e-06,1.1965575092240055e-06,4.344638271858524e-06,4.994812875425556e-07,3.795439150454285e-06,1.0486804089467947e-06,3.5624747669233315e-06,1.2816447924777482e-06,3.507102928975863e-06,1.3370166304252165e-06,4.306275694883016e-06,5.37843864518064e-07
-0.43007323549015775,1.794171467512105,-1.179468977076916,1.1590666932749107,-1.2146663344741957,1.83584851206703,-0.5082501392081672,6.747585546927912e-06,5.827940539009481e-06,2.2061390112768515e-06,1.2864940033584206e-06,2.153616151939761e-06,1.2339711440213299e-06,3.2136132761420452e-06,2.2939682682236142e-06,3.566342128005921e-06,2.64669712008749e-06,3.2012795722397016e-06,2.2816345643212706e-06,2.5040176293876577e-06,1.5843726214692267e-06,2.187106852258152e-06,1.267461844339721e-06,1.4910668151839696e-06,5.714218072655386e-07,1.66802993791445e-06,7.48384929996019e-07,1.8265281109890398e-06,9.068831030706088e-07,1.447614882087442e-06,5.279698741690111e-07,1.372960665272201e-06,4.5331565735377e-07,2.1244273511417443e-06,1.2047823432233133e-06,2.8008748742160945e-06,1.8812298662976635e-06,1.8570178190756914e-06,9.373728111572604e-07,1.5130650762421344e-06,5.934200683237034e-07,1.401341792075198e-06,4.816967841567669e-07,9.573671573642493e-07,3.772214944581828e-08,7.94751442697315e-07,1.2489356522111596e-07,2.68370223230403e-06,1.764057224385599e-06,3.0180767633398318e-06,2.0984317554214008e-06,1.5616323024150373e-06,6.419872944966063e-07,7.156129956360353e-07,2.0403201228239565e-07,1.9454691535587238e-06,1.0258241456402928e-06,1.6056704997458243e-06,6.860254918273933e-07,2.229616569609852e-06,1.309971561691421e-06,1.8789608981069838e-06,9.593158901885528e-07
-0.5299307950635697,-0.5822823862224253,0.6577530170938877,0.9317350149792198,-1.284432140082833,1.4676793699899369,-0.11114166602498199,7.322529454442807e-07,1.1925618204773893e-06,2.2061390112768515e-06,2.813242453551816e-07,2.153616151939761e-06,2.288013860180909e-07,3.4053172156943744e-06,1.4805024497727045e-06,3.974994346040483e-06,2.050179580118813e-06,3.555514439805653e-06,1.630699673883983e-06,3.1091632532676982e-06,1.1843484873460283e-06,3.4853305402552933e-06,1.5605157743336234e-06,2.587741984910161e-06,6.629272189884911e-07,3.0038472900905785e-06,1.0790325241689085e-06,3.2400548907036258e-06,1.3152401247819558e-06,2.92597183477988e-06,1.00115706885821e-06,2.8668867260225183e-06,9.420719601008484e-07,2.5887978896505043e-06,6.639831237288344e-07,2.6594052309187436e-06,7.345904649970737e-07,2.2947508101382177e-06,3.699360442165477e-07,2.679967142039424e-06,7.551523761177541e-07,2.1860533041989817e-06,2.612385382773118e-07,2.223255903241098e-06,2.98441137319428e-07,2.1351662094264354e-06,2.1035144350476543e-07,3.2482502361438594e-06,1.3234354702221895e-06,3.0563824888869935e-06,1.1315677229653235e-06,2.4003558068749053e-06,4.7554104095323536e-07,2.223703021542221e-06,2.9888825562055123e-07,2.6236018505011355e-06,6.987870845794655e-07,2.68236884460375e-06,7.575540786820799e-07,2.959918051055128e-06,1.035103285133458e-06,2.3489443422466867e-06,4.2412957632501673e-07
0.3548401586714575,1.9685658540498827,1.3752027932020514,-0.015419328072650002,-0.8064035501194904,3.218560686107253,-0.870522700723567,7.189016478653305e-06,7.1863637979715385e-06,2.2061390112768515e-06,2.203486330595086e-06,2.153616151939761e-06,2.150963471257995e-06,1.3675910327211796e-06,1.364938352039414e-06,1.4500263288627423e-06,1.4473736481809767e-06,1.728089156698422e-06,1.7254364760166563e-06,2.0053965953790955e-07,1.9788697885614388e-07,-8.275582699790219e-07,8.302109506607876e-07,1.3360952489885242e-07,1.3095684421708675e-07,-2.8134795070586076e-07,2.8400063138762643e-07,-3.044678900696202e-07,3.0712057075138584e-07,-3.2074525543845486e-07,3.233979361202205e-07,-3.211931192344199e-07,3.2384579991618555e-07,5.161670711764921e-07,5.135143904947265e-07,8.313906294417533e-07,8.287379487599876e-07,4.1444036116293185e-07,4.117876804811662e-07,6.103755723163821e-08,5.838487654987254e-08,3.028443197757539e-07,3.001916390939882e-07,-2.1008305277303556e-07,2.1273573345480123e-07,-2.539943867641082e-07,2.5664706744587387e-07,-9.628916630835781e-08,9.894184699012348e-08,5.439849074913687e-07,5.41332226809603e-07,5.95250234366848e-07,5.925975536850823e-07,4.4782342362165773e-07,4.4517074293989206e-07,4.689038159417315e-07,4.662511352599658e-07,4.5707086574500245e-07,4.544181850632368e-07,5.942951940754517e-07,5.91642513393686e-07,1.3771465836191193e-06,1.3744939029373536e-06
