Model,MSE_Train,NMSE_Train
Model_1,3673.534155112484,3790.176100052426
Model_2,1.3411423231530712,1.383726233471732
Model_3,0.9693152290630584,1.000092896781343
Model_4,0.4582241518693174,0.4727736712247067
Model_5,0.25665005916340144,0.26479920404833684
Model_6,0.2548976206260485,0.26299112213576165
Model_7,0.012127105115467532,0.012512164588833431
Model_8,0.012010430070094207,0.012391784880962452
Model_9,0.012010430058341182,0.012391784868836244
Model_10,0.011521826218398002,0.011887666894604484
Model_11,0.010568582165940286,0.010904155465940028
Model_12,0.010491730422272388,0.010824863528040924
Model_13,0.010422052412376683,0.010752973104090902
Model_14,0.010347203388047996,0.010675747475814651
Model_15,0.010346172704119333,0.010674684065641184
Model_16,0.010313655136623297,0.010641134001329464
Model_17,0.010312103523486988,0.01063953312141997
Model_18,0.01023071428675975,0.010555559616119693
Model_19,0.010219202554768608,0.010543682363963941
Model_20,0.01021900670470904,0.010543480295279229
