complexity,loss,score,equation,sympy_format,lambda_format
1,3233.4739,0.0,x0,x0,PySRFunction(X=>x0)
2,0.5163735,8.74223728724027,sin(x0),sin(x0),PySRFunction(X=>sin(x0))
3,0.5143793,0.003869409790885829,sin(sin(x0)),sin(sin(x0)),PySRFunction(X=>sin(sin(x0)))
4,0.4980556,0.03224921367719173,sin(x1 * x1),sin(x1*x1),PySRFunction(X=>sin(x1*x1))
5,0.48684543,0.022765036873081193,sin(sin(x1 * x1)),sin(sin(x1*x1)),PySRFunction(X=>sin(sin(x1*x1)))
7,0.007709884,2.072721769219718,sin(x0) + sin(x1 * x1),sin(x0) + sin(x1*x1),PySRFunction(X=>sin(x0) + sin(x1*x1))
11,0.0077059856,0.00012644113450145317,sin((x1 / x0) * (x0 * x1)) + sin(x0),sin(x0) + sin(x0*x1*x1/x0),PySRFunction(X=>sin(x0) + sin(x0*x1*x1/x0))
13,0.0069947047,0.048421993085303476,(sin(x1 * x1) + sin(x0)) - exp(log(x1) - x1),-x1*exp(-x1) + sin(x0) + sin(x1**2),PySRFunction(X=>-x1*exp(-x1) + sin(x0) + sin(x1**2))
15,0.0069713583,0.0016716537614497257,(sin(x1 * x1) + sin(x0)) - (0.47600037 ^ x1),-0.47600037**x1 + sin(x0) + sin(x1*x1),PySRFunction(X=>-0.47600037**x1 + sin(x0) + sin(x1*x1))
16,0.006912715,0.00844761439604903,(sin(x0) + sin(x1 * x1)) + (cos(x1) / ((x1 * x1) - x1)),sin(x0) + sin(x1*x1) + cos(x1)/(-x1 + x1*x1),PySRFunction(X=>sin(x0) + sin(x1*x1) + cos(x1)/(-x1 + x1*x1))
18,0.0068971366,0.0011280647366256366,(sin(x0) + sin(x1 * x1)) - (cos(x1 * x1) / (x1 - (x1 * x1))),sin(x0) + sin(x1*x1) - cos(x1*x1)/(-x1*x1 + x1),PySRFunction(X=>sin(x0) + sin(x1*x1) - cos(x1*x1)/(-x1*x1 + x1))
19,0.006890661,0.0009393234023298742,(sin(x1 * x1) + sin(x0)) + (sin(x0 * x0) / (sin(x1) * (x1 * x1))),sin(x0) + sin(x1*x1) + sin(x0*x0)/((x1*x1*sin(x1))),PySRFunction(X=>sin(x0) + sin(x1*x1) + sin(x0*x0)/((x1*x1*sin(x1))))
20,0.006578186,0.04640799312446356,(sin(x0) + sin(x1 * x1)) + (cos(x1 / -0.030932143) / (x1 + x1)),sin(x0) + sin(x1*x1) + cos(x1/(-0.030932143))/(x1 + x1),PySRFunction(X=>sin(x0) + sin(x1*x1) + cos(x1/(-0.030932143))/(x1 + x1))
26,0.0065720105,0.00015653759632598273,(sin(x1 * x1) + (sin(x0) / 1.0096449)) + (cos(x1 / 0.022737632) / (x1 + x1)),sin(x0)/1.0096449 + sin(x1*x1) + cos(x1/0.022737632)/(x1 + x1),PySRFunction(X=>sin(x0)/1.0096449 + sin(x1*x1) + cos(x1/0.022737632)/(x1 + x1))
29,0.0065564057,0.0007924188828918006,(cos(x1 / 0.022737632) / ((x1 + x1) + cos(x0))) + (sin(x1 * x1) + (sin(x0) / 1.0073129)),sin(x0)/1.0073129 + sin(x1*x1) + cos(x1/0.022737632)/(x1 + x1 + cos(x0)),PySRFunction(X=>sin(x0)/1.0073129 + sin(x1*x1) + cos(x1/0.022737632)/(x1 + x1 + cos(x0)))
34,0.006506499,0.001528203534005173,(cos(x1 / 0.022737632) / ((x1 + x1) + 0.6972122)) + ((sin(x0) / (1.00044 ^ x0)) + sin(x1 * x1)),sin(x1*x1) + cos(x1/0.022737632)/(x1 + x1 + 0.6972122) + sin(x0)/(1.00044**x0),PySRFunction(X=>sin(x1*x1) + cos(x1/0.022737632)/(x1 + x1 + 0.6972122) + sin(x0)/(1.00044**x0))
