Model,MSE_Train,NMSE_Train
Model_1,15261.243584397467,5.627328689134537
Model_2,13170.850958134799,4.856531320475171
Model_3,1247.1818489844095,0.4598774772544145
Model_4,1109.0191307721943,0.40893228241070706
Model_5,884.6606218732016,0.3262038293330351
Model_6,132.58743294892423,0.04888940151738235
Model_7,70.73628774200948,0.02608282471688243
Model_8,41.26651272623616,0.015216337363378279
Model_9,6.191090754462751,0.002282861316442275
Model_10,2.255734955316788,0.0008317645910661833
Model_11,1.1223761803237795,0.0004138574713527584
Model_12,0.3682722709416598,0.00013579424928394853
Model_13,0.2508056267392087,9.248038607999454e-05
Model_14,0.04833240978904983,1.7821768895622096e-05
