complexity,loss,score,equation,sympy_format,lambda_format
1,1.1030648,0.0,x2,x2,PySRFunction(X=>x2)
2,0.023250407,3.8595251291380905,log(x4),log(x4),PySRFunction(X=>log(x4))
3,0.007471333,1.1352492069097393,cos(log(x0)),cos(log(x0)),PySRFunction(X=>cos(log(x0)))
4,0.005353182,0.333382279887105,sin(exp(sin(x4))),sin(exp(sin(x4))),PySRFunction(X=>sin(exp(sin(x4))))
5,0.0010820183,1.5988630570545384,cos(cos(x0 - x3)),cos(cos(x0 - x3)),PySRFunction(X=>cos(cos(x0 - x3)))
6,0.00046270096,0.8495024016979706,sin(exp(sin(x4) ^ x2)),sin(exp(sin(x4)**x2)),PySRFunction(X=>sin(exp(sin(x4)**x2)))
8,0.00035880294,0.12715382327913596,cos(sin(exp(x1) - (x1 / x1))),cos(sin(exp(x1) - x1/x1)),PySRFunction(X=>cos(sin(exp(x1) - x1/x1)))
10,0.00035203935,0.009515182504095146,cos(sin(exp(x1) + 2.152101)),cos(sin(exp(x1) + 2.152101)),PySRFunction(X=>cos(sin(exp(x1) + 2.152101)))
11,0.0003116111,0.12198702316762174,cos(cos(x4 - (x0 / 1.8566506))),cos(cos(-x0/1.8566506 + x4)),PySRFunction(X=>cos(cos(-x0/1.8566506 + x4)))
13,6.713972e-05,0.7674900574011141,cos(cos(x3 - x0)) + (cos(x0) / (x1 * exp(x0))),cos(cos(-x0 + x3)) + cos(x0)/((x1*exp(x0))),PySRFunction(X=>cos(cos(-x0 + x3)) + cos(x0)/((x1*exp(x0))))
14,3.8753045e-05,0.5495664877957434,cos(cos(x0 - x3)) + (sin(cos(x0)) / (exp(x0) * x1)),cos(cos(x0 - x3)) + sin(cos(x0))/((x1*exp(x0))),PySRFunction(X=>cos(cos(x0 - x3)) + sin(cos(x0))/((x1*exp(x0))))
16,1.1138132e-05,0.6234173984700818,cos(cos(x0 - x3)) + ((cos(x0) / (x1 ^ x4)) / (x0 ^ x0)),cos(cos(x0 - x3)) + cos(x0)/((x0**x0)*(x1**x4)),PySRFunction(X=>cos(cos(x0 - x3)) + cos(x0)/((x0**x0)*(x1**x4)))
19,4.222179e-06,0.3233410636404641,cos(cos(x0 - x3)) + (exp(x2) * ((0.0054735136 * x4) * cos(x0))),exp(x2)*0.0054735136*x4*cos(x0) + cos(cos(x0 - x3)),PySRFunction(X=>exp(x2)*0.0054735136*x4*cos(x0) + cos(cos(x0 - x3)))
20,3.866381e-06,0.08803241809101066,cos(cos(x0 - x3)) - ((-0.020249795 * x2) * ((x3 - x0) - sin(x2))),-(-1)*0.020249795*x2*(-x0 + x3 - sin(x2)) + cos(cos(x0 - x3)),PySRFunction(X=>-(-1)*0.020249795*x2*(-x0 + x3 - sin(x2)) + cos(cos(x0 - x3)))
21,3.4351247e-06,0.11826569962362268,cos(cos(x0 - x3)) - ((-0.013131209 * cos(x0)) * ((x4 / x3) * exp(x2))),cos(cos(x0 - x3)) - (-1)*0.013131209*x4*exp(x2)*cos(x0)/x3,PySRFunction(X=>cos(cos(x0 - x3)) - (-1)*0.013131209*x4*exp(x2)*cos(x0)/x3)
24,1.8364424e-06,0.20874100200097667,(1.0835193 / (-0.025898233 + x0)) - (-0.4103741 / exp(x1 / x4)),-(-1)*0.4103741/exp(x1/x4) + 1.0835193/(x0 - 0.025898233),PySRFunction(X=>-(-1)*0.4103741/exp(x1/x4) + 1.0835193/(x0 - 0.025898233))
25,1.8362429e-06,0.00010863985552812877,(1.0835193 / (sin(-0.025898233) + x0)) - (-0.4103741 / exp(x1 / x4)),-(-1)*0.4103741/exp(x1/x4) + 1.0835193/(x0 + sin(-0.025898233)),PySRFunction(X=>-(-1)*0.4103741/exp(x1/x4) + 1.0835193/(x0 + sin(-0.025898233)))
