Model,MSE_Train,NMSE_Train
Model_1,1.1030647657631227,23.767199037154054
Model_2,0.023250402920977218,0.5009651029281093
Model_3,0.00747133322958369,0.16098117667421835
Model_4,0.005353179787333832,0.11534235652900474
Model_5,0.0010820168125132298,0.02331368904414033
Model_6,0.0004627011942125949,0.009969597179519726
Model_7,0.00035880514539690796,0.007730999639267427
Model_8,0.00035204300671004096,0.0075852991318485176
Model_9,0.0003116114362962258,0.006714139784514046
Model_10,6.71404674170252e-05,0.0014466429370935696
Model_11,3.875356617589486e-05,0.000835004207631275
Model_12,1.1138328170319223e-05,0.00023999212991086108
Model_13,4.2221345314679186e-06,9.097227550516146e-05
Model_14,3.866298300677088e-06,8.330524562230098e-05
Model_15,3.435050125530619e-06,7.401335131904604e-05
Model_16,1.8364608141802207e-06,3.956932634355249e-05
Model_17,1.8362120279648472e-06,3.956396586819147e-05
