Model,MSE_Train,NMSE_Train
Model_1,0.1374056852501282,0.29282735782310304
Model_2,0.1374056852501282,0.29282735782310304
Model_3,0.054635703362115214,0.11643498323385494
Model_4,0.01875944973787648,0.0399785503122226
Model_5,0.006582388156681022,0.014027828095891622
Model_6,0.004308443214514814,0.009181789243586432
Model_7,0.002198524451166824,0.004685309090178771
Model_8,0.0007450086317066015,0.0015876992919246467
Model_9,0.0002178879669401252,0.0004643443795238811
Model_10,6.660333775221762e-05,0.00014193939195949987
Model_11,9.717300356789652e-06,2.0708687442389182e-05
Model_12,2.344417075823437e-06,4.9962230944014155e-06
Model_13,2.3440149335066284e-06,4.995366082758225e-06
Model_14,7.060963422245897e-07,1.5047727165422454e-06
