complexity,loss,score,equation,sympy_format,lambda_format
1,3428.3489,0.0,x0,x0,PySRFunction(X=>x0)
2,0.52892786,8.776737280935274,sin(x0),sin(x0),PySRFunction(X=>sin(x0))
6,0.52892774,5.671851623946644e-08,x0 + (sin(x0) - x0),-x0 + x0 + sin(x0),PySRFunction(X=>-x0 + x0 + sin(x0))
7,0.31066573,0.532134314183057,sin(x0 + sin(x0 * x0)),sin(x0 + sin(x0*x0)),PySRFunction(X=>sin(x0 + sin(x0*x0)))
9,7.9683035e-05,4.134208043781617,sin(x0) + sin(x0 + (x0 * x0)),sin(x0) + sin(x0 + x0*x0),PySRFunction(X=>sin(x0) + sin(x0 + x0*x0))
11,7.967691e-05,3.843500324384519e-05,sin(exp(log(x0))) + sin(x0 + (x0 * x0)),sin(x0) + sin(x0**2 + x0),PySRFunction(X=>sin(x0) + sin(x0**2 + x0))
15,7.792955e-05,0.005543654744507404,sin(x0) + sin((0.0014124536 + x0) + (x0 * x0)),sin(x0) + sin(x0 + x0*x0 + 0.0014124536),PySRFunction(X=>sin(x0) + sin(x0 + x0*x0 + 0.0014124536))
17,7.792525e-05,2.7589782291528322e-05,sin(exp(log(x0))) + sin((x0 * x0) + (0.0014124536 + x0)),sin(x0) + sin(x0**2 + x0 + 0.0014124536),PySRFunction(X=>sin(x0) + sin(x0**2 + x0 + 0.0014124536))
21,7.7453704e-05,0.0015174109347779986,sin(x0 + 0.0010315488) + sin((x0 + 0.0018632535) + (x0 * x0)),sin(x0 + 0.0010315488) + sin(x0 + x0*x0 + 0.0018632535),PySRFunction(X=>sin(x0 + 0.0010315488) + sin(x0 + x0*x0 + 0.0018632535))
24,7.709668e-05,0.0015400571466087365,(sin(x0) - (-9.43792e-5 / sin(x0))) + sin((x0 * x0) + (x0 - -0.0016431301)),sin(x0) + sin(x0*x0 + x0 - 1*(-0.0016431301)) - (-1)*9.43792e-5/sin(x0),PySRFunction(X=>sin(x0) + sin(x0*x0 + x0 - 1*(-0.0016431301)) - (-1)*9.43792e-5/sin(x0))
30,7.62783e-05,0.0017786207520080748,sin((x0 * x0) + (x0 + 0.002335258)) + (sin(x0 - -0.0013408104) - (-0.00012209207 / sin(x0))),sin(x0 - 1*(-0.0013408104)) + sin(x0*x0 + x0 + 0.002335258) - (-1)*0.00012209207/sin(x0),PySRFunction(X=>sin(x0 - 1*(-0.0013408104)) + sin(x0*x0 + x0 + 0.002335258) - (-1)*0.00012209207/sin(x0))
