Model,MSE_Train,NMSE_Train
Model_1,170.06376942902523,4.34636912463897
Model_2,50.868057899201034,1.300049722675973
Model_3,9.191124152881676,0.23490022814930264
Model_4,1.422658100050143,0.03635928605919836
Model_5,1.039029235431874,0.026554771799075356
Model_6,0.06584065967278688,0.0016827088527347556
Model_7,0.03575643344814007,0.0009138375496908151
Model_8,0.026827607550486805,0.0006856409541953049
Model_9,0.0005982548158906704,1.5289772002489746e-05
Model_10,0.00010213668263393995,2.6103368482519373e-06
Model_11,4.328559104199065e-05,1.106262416023738e-06
Model_12,3.775186842917838e-05,9.64835460773981e-07
