complexity,loss,score,equation,sympy_format,lambda_format
1,23149.988,0.0,x3,x3,PySRFunction(X=>x3)
2,20337.385,0.12953344422338828,exp(x3),exp(x3),PySRFunction(X=>exp(x3))
4,1026.3969,1.4932031519502322,exp(x4 + x3),exp(x3 + x4),PySRFunction(X=>exp(x3 + x4))
5,1026.396,8.768541629118497e-07,exp(x4) * exp(x3),exp(x3)*exp(x4),PySRFunction(X=>exp(x3)*exp(x4))
6,807.3718,0.2400246352947528,x3 * exp(x4 + x2),x3*exp(x2 + x4),PySRFunction(X=>x3*exp(x2 + x4))
7,156.91556,1.6380764546143407,(exp(x3) + x4) * exp(x4),(x4 + exp(x3))*exp(x4),PySRFunction(X=>(x4 + exp(x3))*exp(x4))
9,86.84363,0.2957993405593973,((x4 / x1) + exp(x3)) * exp(x4),(exp(x3) + x4/x1)*exp(x4),PySRFunction(X=>(exp(x3) + x4/x1)*exp(x4))
10,66.52861,0.26647706444457514,exp(x3 + x4) + (cos(x3) / cos(x2)),exp(x3 + x4) + cos(x3)/cos(x2),PySRFunction(X=>exp(x3 + x4) + cos(x3)/cos(x2))
11,54.3129,0.20287031291963334,((x4 + exp(x3)) * exp(x4)) - (x1 ^ x0),-x1**x0 + (x4 + exp(x3))*exp(x4),PySRFunction(X=>-x1**x0 + (x4 + exp(x3))*exp(x4))
12,17.064857,1.1577405651866248,((x4 / x0) + x3) * ((x2 + x3) * exp(x4)),(x2 + x3)*(x3 + x4/x0)*exp(x4),PySRFunction(X=>(x2 + x3)*(x3 + x4/x0)*exp(x4))
14,10.595929,0.2382756659266778,(((x4 / x0) + x3) * (exp(x4) * (x2 + x3))) + x2,x2 + (x2 + x3)*(x3 + x4/x0)*exp(x4),PySRFunction(X=>x2 + (x2 + x3)*(x3 + x4/x0)*exp(x4))
15,7.6658106,0.32369961058868646,((exp(x4) / 0.078109674) + (x2 * exp(x3))) - x1,-x1 + x2*exp(x3) + exp(x4)/0.078109674,PySRFunction(X=>-x1 + x2*exp(x3) + exp(x4)/0.078109674)
16,4.973037,0.4327395402750568,((exp(x4) / 0.077173494) + (x2 * exp(x3))) * sin(x2),(x2*exp(x3) + exp(x4)/0.077173494)*sin(x2),PySRFunction(X=>(x2*exp(x3) + exp(x4)/0.077173494)*sin(x2))
17,2.215826,0.8084054739352826,((x2 * exp(x3)) + (exp(x4) / 0.077173494)) - (x1 + x1),x2*exp(x3) - (x1 + x1) + exp(x4)/0.077173494,PySRFunction(X=>x2*exp(x3) - (x1 + x1) + exp(x4)/0.077173494)
18,1.5125248,0.3818449384639464,((x2 * exp(x3)) + (exp(x4) / 0.077173494)) - (exp(x1) / x3),x2*exp(x3) + exp(x4)/0.077173494 - exp(x1)/x3,PySRFunction(X=>x2*exp(x3) + exp(x4)/0.077173494 - exp(x1)/x3)
19,0.70277876,0.7664934525778037,(sin(cos(x4)) / (-0.026636584 * cos(x1))) + (x1 + exp(x4 + x3)),x1 + exp(x3 + x4) + sin(cos(x4))/((-0.026636584*cos(x1))),PySRFunction(X=>x1 + exp(x3 + x4) + sin(cos(x4))/((-0.026636584*cos(x1))))
20,0.702716,8.930662970471012e-05,(exp(x4 + x3) + x1) + (sin(cos(x4)) / (cos(x1) * sin(-0.026636584))),x1 + exp(x3 + x4) + sin(cos(x4))/((sin(-0.026636584)*cos(x1))),PySRFunction(X=>x1 + exp(x3 + x4) + sin(cos(x4))/((sin(-0.026636584)*cos(x1))))
22,0.1682265,0.7148207707965679,exp((x3 + x4) + 0.27579474) - ((x1 ^ x0) * (x1 + 0.67252827)),-x1**x0*(x1 + 0.67252827) + exp(x3 + x4 + 0.27579474),PySRFunction(X=>-x1**x0*(x1 + 0.67252827) + exp(x3 + x4 + 0.27579474))
25,0.036282748,0.511322973024656,exp((x3 + x4) + 0.27303192) - (((x1 - 0.11108866) ^ x0) * (sin(x4) + x1)),-(x1 - 1*0.11108866)**x0*(x1 + sin(x4)) + exp(x3 + x4 + 0.27303192),PySRFunction(X=>-(x1 - 1*0.11108866)**x0*(x1 + sin(x4)) + exp(x3 + x4 + 0.27303192))
