Model,MSE_Train,NMSE_Train
Model_1,9.21630777006786e+22,1.343594303969882
Model_2,9.184915777932433e+22,1.3390178398504426
Model_3,6.9899491993953445e+22,1.0190258576051516
Model_4,6.480132795000919e+22,0.9447025565496668
Model_5,3.115647216366846e+22,0.45421289713063595
Model_6,1.0103673818154717e+17,1.4729584699125509e-06
Model_7,5.49292922611569e+16,8.00783633147311e-07
Model_8,1247672887729011.8,1.81891298228424e-08
Model_9,12516469049938.848,1.8247064812582028e-10
Model_10,155306536002.74777,2.26412770003501e-12
Model_11,21192042.071069725,3.0894700705041384e-16
