Model,MSE_Train,NMSE_Train
Model_1,2.446661657614061,12.766648634394713
Model_2,0.22959805929855415,1.1980396803463262
Model_3,0.19362540970792125,1.01033486372707
Model_4,0.13366216648600254,0.6974474422846149
Model_5,0.07821110794998838,0.4081045417117171
Model_6,0.04180880007455593,0.21815777376346435
Model_7,0.016159418687296544,0.08431963605379271
Model_8,0.00025229768227234936,0.0013164860171080194
Model_9,0.00020550257514665782,0.0010723097581539498
Model_10,0.00019315540929227382,0.001007882407685215
Model_11,0.00018227549210810375,0.0009511111416503907
Model_12,0.00017105702151985912,0.0008925733083665363
Model_13,0.0001687549471429241,0.0008805611142778642
Model_14,0.00015640909969099674,0.0008161406432159613
Model_15,0.00012515337656709378,0.0006530486874095657
